playerName,seasonStartYear,inflationAdjSalary,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,target
Hamed Haddadi,2010,1555,6,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,7
Fred Hoiberg,2000,1550,18,1,4,0,1,1,1,0,2,2,1,0,0,0,1,5,7
Semi Ojeleye,2018,1545,12,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2,7
Mateen Cleaves,2002,1538,10,1,3,0,0,0,1,0,0,1,1,0,0,1,1,3,7
Raul Neto,2017,1536,12,1,3,0,1,0,0,0,1,1,1,0,0,0,1,4,7
Michael Bradley,2003,1525,11,1,2,0,0,0,0,1,2,3,0,0,0,0,1,2,7
Mardy Collins,2007,1525,14,1,4,0,0,0,0,0,1,1,1,0,0,1,1,3,7
Victor Claver,2013,1524,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,7
Perry Jones,2013,1523,10,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,7
Travis Diener,2007,1521,14,1,4,0,2,0,0,0,1,1,2,0,0,0,1,4,7
Joseph Forte,2002,1518,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Gary Grant,1998,1517,11,1,3,0,1,0,0,0,1,1,2,0,0,0,1,3,7
James Young,2015,1511,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,7
Fab Melo,2012,1505,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7
Luther Head,2007,1503,21,2,6,1,3,0,1,0,2,2,2,0,0,1,1,7,7
Jeryl Sasser,2002,1501,11,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,7
David Harrison,2005,1499,13,1,3,0,0,1,2,0,1,2,0,0,0,1,2,4,6
Abdel Nader,2018,1499,11,1,3,0,1,0,0,0,1,1,0,0,0,0,1,4,6
Jaylen Nowell,2019,1485,9,1,3,0,1,1,1,0,0,0,1,0,0,0,0,3,6
Bruno Fernando,2019,1485,12,1,3,0,0,0,0,1,2,3,0,0,0,0,1,4,6
Tyrone Corbin,1998,1478,26,3,7,0,2,0,1,0,2,3,1,0,0,0,2,7,6
Sasha Kaun,2015,1477,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Alan Anderson,2011,1476,20,2,6,1,2,1,1,0,1,2,1,0,0,0,1,7,6
Damyean Dotson,2018,1474,19,2,6,1,3,0,0,0,2,2,1,0,0,0,1,7,6
Monty Williams,1999,1473,17,2,5,0,0,1,2,1,1,2,1,0,0,1,1,6,6
DeJuan Blair,2012,1471,15,2,5,0,0,0,1,1,3,4,0,0,0,1,2,6,6
Ricky Pierce,1997,1457,16,2,6,0,1,1,2,0,1,1,1,0,0,0,1,8,6
Jordan Crawford,2013,1457,23,4,10,1,3,1,2,0,1,2,3,0,0,1,1,11,6
Brice Johnson,2016,1456,4,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,6
Torrey Craig,2018,1454,18,2,4,0,2,0,0,1,2,3,0,0,0,0,2,5,6
Jordan Mickey,2016,1448,7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,6
Dominique Jones,2011,1443,8,1,2,0,0,0,1,0,1,1,1,0,0,0,0,3,6
Dion Glover,2001,1440,20,3,7,0,1,1,1,0,2,3,1,0,0,1,1,8,6
Smush Parker,2005,1438,25,3,7,1,3,1,1,0,1,2,2,1,0,1,2,8,6
Sonny Weems,2010,1436,17,2,6,0,0,0,0,0,1,2,1,0,0,1,1,6,6
Herb Williams,1997,1426,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Josh Huestis,2016,1424,12,0,2,0,1,0,0,0,1,2,0,0,0,0,1,2,6
Chris McCullough,2016,1424,8,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,6
Pablo Prigioni,2014,1422,16,1,2,0,2,0,0,0,1,1,2,0,0,0,1,3,6
Elie Okobo,2018,1419,15,1,4,0,1,0,1,0,1,1,2,0,0,0,1,4,6
Marcus Williams,2007,1417,13,1,5,0,1,0,0,0,1,1,2,0,0,1,0,5,6
Jalen Brunson,2018,1414,19,3,7,0,2,1,1,0,1,2,3,0,0,1,1,8,6
Luke Kornet,2018,1406,15,2,5,1,3,0,0,0,2,2,1,0,0,0,1,6,6
Justin Reed,2006,1403,9,1,3,0,0,0,1,0,0,1,0,0,0,0,1,3,6
Jannero Pargo,2007,1402,14,2,6,0,2,0,0,0,1,1,1,0,0,1,1,6,6
Brandon Armstrong,2002,1399,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Joe Kleine,1998,1398,10,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Marty Conlon,1997,1391,17,2,5,0,0,1,2,1,2,3,1,0,0,1,1,6,6
Gary Forbes,2011,1390,12,2,4,0,1,1,1,0,1,1,0,0,0,0,1,5,6
Pat Connaughton,2017,1385,15,1,4,0,2,0,0,0,2,2,1,0,0,0,1,4,6
Ed Gray,1998,1384,12,2,6,0,1,1,1,0,0,1,0,0,0,0,1,6,6
Michael Ruffin,2003,1383,13,0,1,0,0,0,1,1,2,3,0,0,0,0,2,1,6
Maceo Baston,2004,1381,7,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Jeremy Pargo,2011,1379,12,1,4,0,1,0,1,0,0,1,1,0,0,1,1,4,6
Cheick Diallo,2017,1378,11,2,3,0,0,0,1,0,3,4,0,0,0,0,1,5,6
Dontae' Jones,1997,1378,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Devin Brown,2005,1373,18,2,6,0,1,1,1,0,1,2,1,0,0,1,1,6,6
Qyntel Woods,2003,1372,11,1,3,0,0,0,0,0,1,2,0,0,0,0,1,4,6
Jacque Vaughn,2002,1369,15,1,3,0,0,0,1,0,1,1,2,0,0,0,1,4,6
Royce O'Neale,2018,1369,22,2,4,0,2,0,0,0,3,4,1,0,0,0,2,5,6
Sterling Brown,2018,1369,14,1,4,0,2,0,0,0,2,3,1,0,0,0,1,5,6
Frank Jackson,2018,1369,15,2,6,0,2,0,1,0,1,1,1,0,0,0,1,7,6
Dwayne Bacon,2018,1369,15,2,5,0,1,0,0,0,2,2,1,0,0,0,1,5,6
Salah Mejri,2016,1369,11,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,6
Dillon Brooks,2018,1369,27,4,11,1,4,1,2,0,2,3,1,0,0,1,3,12,6
Randolph Childress,1997,1363,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Scott Padgett,2002,1361,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,6
Don Reid,1999,1358,12,1,2,0,0,0,1,1,1,2,0,0,0,0,2,3,6
Jared Cunningham,2013,1355,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6
James Anderson,2012,1349,16,2,5,0,2,0,0,0,1,2,1,0,0,0,1,5,6
Tony Wroten,2014,1348,20,3,9,0,2,2,3,0,1,2,2,0,0,2,1,10,6
Lazar Hayward,2011,1341,7,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,6
Quincy Acy,2015,1333,15,1,3,0,1,0,1,0,2,3,0,0,0,0,1,4,6
Eldridge Recasner,1998,1331,15,2,4,0,1,0,0,0,1,1,1,0,0,1,1,5,6
Justin Hamilton,2015,1329,16,2,5,0,1,0,0,1,2,3,0,0,0,0,1,6,6
Morris Almond,2007,1327,8,1,2,0,0,0,0,0,0,1,0,0,0,0,1,3,6
Christian Eyenga,2011,1327,19,2,6,0,1,0,0,0,1,2,0,0,0,0,1,6,6
Quincy Douby,2007,1320,10,1,3,0,1,0,0,0,0,1,0,0,0,0,0,4,6
Darvin Ham,2000,1319,11,1,1,0,0,0,1,1,1,2,0,0,0,0,1,2,6
Frank Williams,2003,1317,10,1,3,0,1,0,0,0,0,0,1,0,0,0,1,3,6
Melvin Frazier,2018,1317,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Jeremy Evans,2013,1314,9,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,6
Donnell Harvey,2001,1313,15,2,4,0,0,1,1,1,2,4,0,0,0,1,2,5,6
Archie Goodwin,2015,1312,14,2,5,0,1,1,2,0,1,2,1,0,0,1,1,6,6
Pavel Podkolzin,2005,1306,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6
Chris Carr,1998,1306,15,2,6,0,1,1,1,0,1,2,1,0,0,1,1,7,6
Ryan Kelly,2014,1304,18,1,5,0,1,1,1,0,2,3,1,0,0,0,1,6,6
Carsen Edwards,2019,1302,8,1,3,0,2,0,0,0,1,1,0,0,0,0,0,3,6
Jeff Ayres,2012,1300,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Quinn Cook,2017,1291,13,2,5,0,2,0,0,0,1,1,1,0,0,0,1,6,6
JaJuan Johnson,2011,1290,7,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,6
Isaac Bonga,2018,1290,15,1,3,0,0,0,1,0,1,2,1,0,0,0,1,3,6
Tim James,2000,1288,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Adrian Griffin,2003,1284,15,1,3,0,0,0,0,1,2,3,1,0,0,0,1,3,6
Alando Tucker,2008,1269,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,4,6
Ivan Rabb,2017,1269,14,2,4,0,0,0,1,1,2,4,1,0,0,0,1,5,6
Arnett Moultrie,2013,1265,11,1,2,0,0,0,0,1,1,3,0,0,0,0,1,3,6
Keith McLeod,2005,1264,18,1,5,0,1,1,2,0,1,1,2,0,0,1,1,5,6
De'Anthony Melton,2018,1263,18,2,5,0,2,1,1,0,2,3,3,1,0,1,2,6,6
John Crotty,1999,1261,13,1,3,0,1,1,1,0,0,1,2,0,0,0,1,4,6
Vladimir Stepania,2001,1259,13,1,3,0,0,0,1,1,2,4,0,0,0,0,1,4,6
Maciej Lampe,2004,1257,9,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,6
Quincy Lewis,2000,1257,11,1,3,0,0,0,0,0,0,1,0,0,0,0,2,3,6
Paul Grant,1999,1256,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Ike Anigbogu,2017,1254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nate Huffman,2001,1249,10,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3,6
Mario Bennett,1996,1245,6,1,2,0,0,0,0,1,1,2,0,0,0,0,1,3,6
Cody Martin,2019,1244,18,1,4,0,1,0,1,0,2,3,1,0,0,0,1,4,6
Chris Jefferies,2003,1237,11,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3,6
Jawun Evans,2017,1236,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,6
Wayne Simien,2005,1230,9,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,6
Jerome Kersey,1998,1230,18,2,5,0,0,0,1,1,2,3,1,1,0,0,2,5,6
Ian Clark,2015,1228,13,2,4,0,2,0,0,0,1,1,1,0,0,0,1,5,6
MarShon Brooks,2014,1223,16,2,6,0,1,1,1,0,1,2,1,0,0,1,1,7,6
John Jenkins,2014,1220,11,1,3,0,1,0,0,0,1,1,0,0,0,0,0,4,6
Brad Wanamaker,2018,1218,15,1,4,0,1,1,1,0,1,1,2,0,0,0,1,5,6
Daniel Santiago,2002,1218,11,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Treveon Graham,2017,1208,15,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,6
Bruce Brown,2018,1203,22,2,5,0,1,0,1,0,2,3,2,0,0,1,2,6,6
Ryan Broekhoff,2018,1203,10,1,3,0,2,0,0,0,1,1,0,0,0,0,0,4,6
Chimezie Metu,2018,1203,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,6
Alize Johnson,2018,1203,5,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,6
Jevon Carter,2018,1203,15,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4,6
Hamidou Diallo,2018,1203,13,2,4,0,0,0,1,0,1,2,0,0,0,0,1,5,6
Jarred Vanderbilt,2018,1203,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Khyri Thomas,2018,1203,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Keita Bates-Diop,2018,1203,15,2,4,0,1,0,1,0,2,2,0,0,0,0,0,5,6
Kenrich Williams,2018,1203,21,1,5,0,2,0,0,1,3,4,1,0,0,0,2,4,6
David Wingate,1998,1202,10,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Ryan Arcidiacono,2017,1201,19,1,4,0,2,0,0,0,1,2,2,0,0,0,1,5,6
Tyler Dorsey,2017,1195,15,2,6,1,3,0,1,0,1,2,1,0,0,0,1,6,6
Zhou Qi,2017,1195,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Miroslav Raduljica,2013,1194,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,3,6
Vonteego Cummings,2000,1193,18,2,6,0,1,1,1,0,1,1,2,0,0,1,1,6,6
Christian Wood,2017,1187,15,3,6,0,1,2,2,1,3,4,0,0,0,0,1,9,6
Rakeem Christmas,2015,1166,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Efthimios Rentzias,2002,1154,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Paul Zipser,2016,1150,16,1,4,0,2,0,0,0,2,2,0,0,0,0,1,4,6
Isaiah Whitehead,2017,1149,20,2,6,0,1,1,1,0,1,2,2,0,0,1,2,7,6
Marcelo Huertas,2015,1144,14,1,3,0,1,0,0,0,1,1,3,0,0,1,1,3,6
Ryan Bowen,2004,1142,12,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Keith Booth,1998,1142,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,2,6
Shaquille Harrison,2018,1134,16,2,5,0,1,1,1,0,2,2,1,1,0,0,1,6,6
Darrick Martin,2001,1132,16,2,5,0,2,1,1,0,0,1,2,0,0,1,1,6,6
John Edwards,2005,1131,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Jordan Hamilton,2013,1127,13,2,5,0,2,0,0,0,2,2,0,0,0,0,0,5,6
Thurl Bailey,1998,1125,11,1,3,0,0,0,0,0,1,2,0,0,0,0,1,4,6
Sam Jacobson,1999,1119,10,1,3,0,0,0,0,0,0,1,0,0,0,0,1,4,6
Casey Jacobsen,2004,1117,17,1,4,0,2,1,1,0,1,1,1,0,0,0,1,5,6
Quinton Ross,2007,1109,18,1,4,0,0,0,0,0,1,2,0,0,0,0,1,4,6
Kyrylo Fesenko,2008,1108,8,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,6
Roy Rogers,1998,1100,16,2,4,0,0,0,1,1,2,3,0,0,1,0,1,4,6
Pete Chilcutt,1997,1100,13,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3,6
Sean Marks,2004,1091,9,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Joey Dorsey,2011,1085,10,1,1,0,0,0,1,1,2,3,0,0,0,0,1,2,6
Wayne Selden,2017,1083,18,2,6,0,2,0,1,0,1,2,1,0,0,1,1,7,6
Georges Niang,2017,1076,9,1,3,0,2,0,0,0,1,1,0,0,0,0,0,4,6
Monte Morris,2018,1075,21,3,7,0,2,0,1,0,1,1,3,0,0,0,1,9,6
Corey Benjamin,1999,1072,13,2,5,0,1,0,1,0,1,1,0,0,0,1,2,5,6
Jamie Watson,1997,1071,13,1,2,0,0,0,0,0,1,1,1,0,0,0,1,3,6
Stephen Zimmerman,2016,1070,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,6
Priest Lauderdale,1997,1068,6,1,2,0,0,0,1,0,1,1,0,0,0,1,1,3,6
Rodrick Rhodes,1998,1062,16,1,4,0,0,1,2,0,0,1,1,0,0,1,1,5,6
Terance Mann,2019,1060,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,6
Admiral Schofield,2019,1060,10,1,2,0,1,0,0,0,1,1,0,0,0,0,1,3,6
Joe Wolf,1997,1057,9,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,6
James White,2009,1053,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Jon Brockman,2010,1052,9,0,1,0,0,0,0,1,1,3,0,0,0,0,1,2,6
Kyle Weaver,2008,1049,18,1,4,0,1,0,0,0,1,2,1,0,0,1,1,4,6
Bernard Robinson,2005,1048,14,1,3,0,0,1,1,0,1,2,0,0,0,0,1,4,6
Sam Young,2010,1046,15,2,4,0,0,1,1,0,1,2,0,0,0,0,1,5,6
Milt Palacio,2002,1044,17,1,4,0,0,1,1,0,1,1,2,0,0,1,1,4,6
Danny Schayes,1997,1044,13,1,3,0,0,1,1,1,1,2,0,0,0,0,2,4,6
Royal Ivey,2008,1043,11,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,6
Brian Evans,1997,1043,9,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,6
Erick Barkley,2001,1042,9,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,6
Randolph Morris,2008,1041,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Diamond Stone,2016,1034,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Chinanu Onuaku,2016,1034,10,1,1,0,0,0,0,0,1,2,0,0,0,1,1,2,6
Josh Powell,2007,1033,10,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,6
James Lang,2006,1032,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6
David Nwaba,2017,1031,19,2,5,0,0,1,2,0,2,3,1,0,0,0,2,6,6
Dwayne Schintzius,1997,1029,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Larry Robinson,2000,1027,15,1,4,1,2,0,0,0,1,2,0,0,0,0,1,5,6
Loren Meyer,1997,1027,10,1,3,0,0,0,0,0,1,2,0,0,0,0,2,3,6
James Singleton,2007,1025,12,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3,6
David Benoit,1997,1024,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,6
Rick Brunson,2001,1020,12,1,2,0,0,0,0,0,1,1,2,0,0,1,1,3,6
Deonte Burton,2018,1020,7,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,6
John Thomas,1999,1017,10,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Dominic McGuire,2009,1016,15,1,2,0,0,0,0,1,2,3,1,0,0,0,1,2,6
Billy Thomas,2007,1011,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Ime Udoka,2008,1005,17,1,4,0,1,0,0,0,2,2,0,0,0,0,1,5,6
Henry James,1996,1004,12,1,4,1,2,0,0,0,0,1,0,0,0,0,1,4,6
Rick Mahorn,1997,1001,10,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Ndudi Ebi,2004,999,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Victor Alexander,2001,997,5,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,6
David Vaughn,1997,996,9,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,6
Solomon Jones,2009,988,10,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,6
Daniel Orton,2011,986,9,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,6
Devyn Marble,2014,985,9,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,6
Salim Stoudamire,2006,980,16,2,6,1,2,1,1,0,1,1,1,0,0,1,1,7,6
Solomon Alabi,2010,979,6,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,6
Isaiah Canaan,2015,976,20,2,7,1,4,1,1,0,1,1,1,0,0,1,1,8,6
Bobby Brown,2012,975,10,1,4,0,1,0,0,0,0,0,1,0,0,0,0,4,6
Bernard James,2013,971,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Maurice Ager,2007,970,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Tyler Honeycutt,2011,969,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Andrew Harrison,2017,967,20,2,5,0,2,1,2,0,1,1,2,0,0,1,2,6,6
Hollis Thompson,2014,963,23,2,6,1,3,0,1,0,2,3,1,0,0,0,2,7,6
Jonah Bolden,2018,958,11,1,3,0,1,0,0,0,2,3,0,0,0,0,1,3,6
Damien Inglis,2014,954,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,6
Troy Williams,2017,953,15,2,4,0,1,0,1,0,1,2,0,0,0,0,1,5,6
Eric Paschall,2019,952,27,5,10,0,2,2,3,1,3,4,2,0,0,1,2,13,6
Caleb Martin,2019,952,17,2,4,1,2,0,1,0,1,2,1,0,0,0,1,6,6
KZ Okpala,2019,952,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Daniel Gafford,2019,952,13,2,3,0,0,0,1,1,1,2,0,0,1,0,2,5,6
Talen Horton-Tucker,2019,952,11,2,5,0,2,0,0,0,1,1,0,1,0,0,1,6,6
Miye Oni,2019,952,9,1,3,0,1,0,0,0,1,1,0,0,0,0,0,3,6
Jalen Lecque,2019,952,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Dewan Hernandez,2019,952,4,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Matt Thomas,2019,952,9,1,3,1,2,0,0,0,1,1,0,0,0,0,0,4,6
DaQuan Jeffries,2019,952,10,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,6
Ignas Brazdeikis,2019,952,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
Terence Davis,2019,952,16,2,5,1,3,0,0,0,2,3,1,0,0,1,1,7,6
Justin James,2019,952,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Jalen McDaniels,2019,952,17,2,4,0,1,0,1,0,3,4,0,0,0,0,2,5,6
Naz Reid,2019,952,16,3,8,1,3,1,1,1,3,4,1,0,0,0,2,8,6
Javonte Green,2019,952,9,1,2,0,0,0,0,0,1,1,0,0,0,0,0,3,6
Eric Moreland,2016,951,9,0,1,0,0,0,0,0,2,3,0,0,0,0,1,1,6
Ha Seung-Jin,2005,946,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Johnny O'Bryant,2015,944,10,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,6
Jermaine Taylor,2009,943,11,2,4,0,1,0,1,0,0,1,0,0,0,1,0,5,6
Dontonio Wingfield,1996,941,10,1,3,0,1,0,0,1,1,2,0,0,0,0,2,4,6
Leon Powe,2008,936,12,1,3,0,0,2,3,1,2,3,0,0,0,0,2,5,6
Yakhouba Diawara,2007,931,13,1,3,0,2,0,0,0,0,1,0,0,0,0,1,3,6
Grant Jerrett,2014,930,5,0,3,0,1,0,0,0,0,1,0,0,0,0,1,2,6
Marquis Teague,2014,929,9,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,6
Darius Morris,2012,923,10,1,3,0,1,0,0,0,0,0,1,0,0,0,0,3,6
Luke Harangody,2011,918,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,6
Cartier Martin,2011,918,13,1,4,0,2,0,0,0,1,1,0,0,0,0,1,5,6
Devin Ebanks,2011,913,11,1,3,0,0,0,1,0,1,1,0,0,0,0,0,3,6
Mario Kasun,2005,911,7,1,2,0,0,0,0,1,1,2,0,0,0,0,2,2,6
Robert Sacre,2013,909,13,1,3,0,0,0,1,1,2,3,0,0,0,0,1,4,6
Elliot Williams,2013,907,13,1,4,0,1,0,1,0,1,1,0,0,0,0,1,4,6
Isaiah Hartenstein,2018,904,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,6
Isaiah Briscoe,2018,904,13,1,3,0,0,0,0,0,1,1,2,0,0,0,1,3,6
Antonio Lang,1996,901,10,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Isaiah Taylor,2016,899,16,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6,6
Edmond Sumner,2018,897,11,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3,6
Negele Knight,1998,895,9,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,6
Charles Shackleford,1998,895,10,1,2,0,0,0,0,1,2,4,0,0,0,0,2,3,6
Chucky Brown,1997,894,14,2,4,0,0,0,0,0,1,2,0,0,0,0,1,4,6
Lynn Greer,2006,889,10,1,3,0,1,0,0,0,0,0,1,0,0,0,0,4,6
Gal Mekel,2014,887,9,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,6
Pat Burke,2004,886,9,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,6
Jordan Bell,2018,885,10,1,2,0,0,0,0,0,1,2,1,0,0,0,1,3,6
Nick Johnson,2015,881,7,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
DeAndre Liggins,2013,878,10,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Jamal Sampson,2004,878,8,0,1,0,0,0,0,1,2,3,0,0,0,0,1,1,6
Chris Quinn,2008,876,13,1,3,0,1,0,0,0,0,1,1,0,0,0,1,4,6
Jeff Withey,2015,876,9,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Laron Profit,2001,873,10,1,3,0,0,0,0,0,1,1,1,0,0,0,1,3,6
Mike Wilks,2005,870,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,6
Ricky Ledo,2013,867,9,1,4,0,1,0,0,0,0,1,0,0,0,1,0,3,6
Lee Nailon,2002,866,18,3,7,0,0,1,1,1,1,3,0,0,0,1,1,8,6
Gabe Pruitt,2007,865,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Sindarius Thornwell,2018,861,10,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Ansu Sesay,2001,860,9,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,6
Terence Morris,2002,860,13,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,6
Tyler Ulis,2017,858,20,2,7,0,1,1,1,0,1,1,4,0,0,1,1,7,6
Davon Reed,2017,857,8,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,6
Mengke Bateer,2002,857,10,1,3,0,0,0,0,0,1,2,0,0,0,0,2,3,6
Shavlik Randolph,2009,856,7,0,1,0,0,0,1,1,1,2,0,0,0,0,1,2,6
Alex Acker,2006,854,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Ivan Johnson,2011,854,15,2,4,0,0,1,1,1,2,3,0,0,0,1,2,6,6
Derrick Brown,2010,851,14,2,3,0,0,1,1,0,1,2,0,0,0,0,1,5,6
Darnell Jackson,2009,850,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Mark Pope,2000,850,9,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Julyan Stone,2013,849,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6
Andy Rautins,2010,848,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6
Donny Marshall,1996,847,7,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,6
Emanual Davis,1999,844,16,1,4,0,1,0,0,0,1,1,1,0,0,1,1,4,6
Doron Lamb,2012,843,12,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,6
Boniface N'Dong,2005,840,6,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Brad Lohaus,1996,840,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,6
Richie Frahm,2004,839,9,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,6
Mitchell Butler,1999,838,10,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,6
Loren Woods,2003,837,10,0,2,0,0,0,0,1,1,3,0,0,0,0,1,2,6
