playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nick Calathes,15,1,4,0,0,0,0,0,1,1,2,1,0,1,1,4
Jakob Poeltl,15,2,3,0,0,0,1,1,2,4,0,0,0,0,2,5
Pat Connaughton,15,1,4,0,2,0,0,0,2,2,1,0,0,0,1,4
Mickaël Gelabale,15,1,3,0,0,0,0,0,1,2,0,0,0,0,1,4
Patrick McCaw,15,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3
Damion James,15,1,3,0,0,0,1,0,2,3,0,0,0,0,1,3
Joey Graham,15,2,4,0,0,1,1,0,2,2,0,0,0,0,2,5
Ian Mahinmi,15,1,3,0,0,1,2,1,2,4,0,0,0,0,2,5
Quincy Pondexter,15,1,3,0,1,0,0,0,1,1,0,0,0,0,1,4
Clifford Rozier,15,1,3,0,0,0,1,2,2,5,0,0,0,0,2,4
Christian Wood,15,3,6,0,1,2,2,1,3,4,0,0,0,0,1,9
Johnny Taylor,15,1,4,0,1,0,0,0,1,2,0,0,0,0,2,4
Dwayne Bacon,15,2,5,0,1,0,0,0,2,2,1,0,0,0,1,5
Dominic McGuire,15,1,2,0,0,0,0,1,2,3,1,0,0,0,1,2
Don MacLean,15,2,6,0,0,1,2,0,2,2,0,0,0,1,1,7
Kelan Martin,15,2,5,0,3,0,1,0,2,3,0,0,0,0,1,6
Isaac Bonga,15,1,3,0,0,0,1,0,1,2,1,0,0,0,1,3
Kenny Smith,15,2,4,1,2,0,0,0,0,0,2,0,0,1,0,6
Gustavo Ayón,15,2,3,0,0,0,0,1,2,4,1,0,0,0,1,4
Juancho Hernangómez,15,1,4,0,2,0,1,0,2,3,0,0,0,0,1,5
Khem Birch,15,1,3,0,0,1,1,1,2,4,0,0,0,0,1,4
Ivan Johnson,15,2,4,0,0,1,1,1,2,3,0,0,0,1,2,6
Kosta Koufos,15,2,4,0,0,0,1,1,3,4,0,0,0,0,1,5
Frank Jackson,15,2,6,0,2,0,1,0,1,1,1,0,0,0,1,7
Ivica Zubac,15,3,5,0,0,1,1,1,3,5,0,0,0,0,1,7
Larry Robinson,15,1,4,1,2,0,0,0,1,2,0,0,0,0,1,5
Josh Gray,15,1,6,0,1,1,1,0,1,1,2,1,0,1,1,4
Luka Šamanić,15,1,5,1,2,1,1,0,3,3,2,0,0,0,2,5
Luke Kornet,15,2,5,1,3,0,0,0,2,2,1,0,0,0,1,6
Elliot Perry,15,2,5,0,0,0,1,0,0,1,2,0,0,1,1,5
Elijah Millsap,15,1,4,0,1,1,1,0,2,2,1,0,0,1,2,4
Elie Okobo,15,1,4,0,1,0,1,0,1,1,2,0,0,0,1,4
Eldridge Recasner,15,2,4,0,1,0,0,0,1,1,1,0,0,1,1,5
JaKarr Sampson,15,2,4,0,1,0,1,0,2,2,0,0,0,0,1,5
Marcus Banks,15,2,4,0,1,1,1,0,1,1,2,0,0,1,1,5
Markel Brown,15,1,4,0,1,1,1,0,1,2,1,0,0,0,1,5
Chris Crawford,15,2,5,0,0,1,1,0,1,2,0,0,0,0,1,6
Matt Bonner,15,2,4,0,2,0,0,0,2,2,0,0,0,0,1,5
Matt Carroll,15,2,5,0,1,1,1,0,1,1,0,0,0,0,1,6
Donnell Harvey,15,2,4,0,0,1,1,1,2,4,0,0,0,1,2,5
Melvin Ely,15,2,4,0,0,1,1,1,2,3,0,0,0,1,2,5
Meyers Leonard,15,2,4,0,1,0,0,0,3,3,0,0,0,0,2,5
Rodrigue Beaubois,15,2,6,0,2,0,1,0,1,1,2,0,0,1,1,6
Keita Bates-Diop,15,2,4,0,1,0,1,0,2,2,0,0,0,0,0,5
Bryce Drew,15,1,4,0,1,0,0,0,0,1,2,0,0,0,1,4
Timothé Luwawu-Cabarrot,15,2,5,0,2,1,1,0,1,2,0,0,0,0,2,6
Sedale Threatt,15,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3
Adam Keefe,15,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4
Cameron Payne,15,2,5,0,2,0,0,0,1,1,2,0,0,1,1,5
B.J. Armstrong,15,2,4,0,0,0,0,0,1,1,2,0,0,0,1,5
C.J. Williams,15,1,4,0,1,0,0,0,0,1,1,0,0,0,1,4
Xavier Henry,15,1,4,0,0,1,2,0,1,1,0,0,0,0,1,5
Terry Dehere,15,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5
Shammond Williams,15,2,5,0,2,0,1,0,1,1,2,0,0,1,1,5
Troy Williams,15,2,4,0,1,0,1,0,1,2,0,0,0,0,1,5
Jaron Blossomgame,15,1,3,0,1,0,0,0,2,3,0,0,0,0,0,4
Sharone Wright,15,2,6,0,0,1,2,1,1,2,0,0,0,1,2,6
Javaris Crittenton,15,2,4,0,0,1,1,0,1,2,1,0,0,1,1,5
Tyler Dorsey,15,2,6,1,3,0,1,0,1,2,1,0,0,0,1,6
Brian Roberts,15,2,5,0,1,1,1,0,1,1,2,0,0,0,1,6
Adrian Griffin,15,1,3,0,0,0,0,1,2,3,1,0,0,0,1,3
Stacey Augmon,15,1,3,0,0,1,1,0,1,2,1,0,0,0,1,4
Alex Garcia,15,1,5,0,1,0,0,0,0,1,1,0,0,0,1,4
Billy Garrett,15,2,6,0,2,1,1,0,0,0,1,0,0,0,0,6
Brad Wanamaker,15,1,4,0,1,1,1,0,1,1,2,0,0,0,1,5
Steve Kerr,15,1,3,0,1,0,0,0,0,1,1,0,0,0,0,4
Jarell Martin,15,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5
Carl Herrera,15,2,5,0,0,0,1,1,1,2,0,0,0,0,2,5
Sean May,15,2,5,0,0,1,1,1,2,4,0,0,0,1,1,6
Brandan Wright,15,2,4,0,0,0,1,1,2,3,0,0,0,0,1,6
Ronny Turiaf,15,1,3,0,0,1,1,1,2,3,1,0,1,0,2,4
Cherokee Parks,15,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4
Álex Abrines,15,1,4,1,3,0,0,0,1,1,0,0,0,0,1,5
Rusty LaRue,15,1,5,0,1,0,0,0,1,1,1,0,0,0,1,4
Sam Young,15,2,4,0,0,1,1,0,1,2,0,0,0,0,1,5
Anžejs Pasečņiks,15,2,4,0,0,1,2,1,2,3,0,0,0,0,2,5
Samaki Walker,15,1,4,0,0,1,1,1,3,4,0,0,0,0,1,5
Tom Hammonds,15,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4
Jason Smith,15,2,5,0,0,0,1,1,2,3,0,0,0,0,2,6
Samardo Samuels,15,2,4,0,0,1,2,1,2,3,0,0,0,1,2,5
Sasha Pavlović,15,1,4,0,1,0,0,0,1,1,0,0,0,0,1,4
Jevon Carter,15,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4
Chris Carr,15,2,6,0,1,1,1,0,1,2,1,0,0,1,1,7
Treveon Graham,15,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4
Scot Pollard,15,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4
Scott Burrell,15,1,5,0,2,0,0,0,2,2,0,0,0,0,2,5
A.J. Guyton,15,2,5,0,2,0,0,0,0,1,1,0,0,0,0,5
Malik Allen,14,2,4,0,0,0,0,0,1,2,0,0,0,0,1,4
Tyrone Wallace,14,2,4,0,0,0,1,0,1,2,1,0,0,0,1,5
Francisco Elson,14,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3
Malcolm Lee,14,1,3,0,0,0,1,0,1,1,1,0,0,0,1,3
Troy Daniels,14,2,5,1,4,0,0,0,1,1,0,0,0,0,1,6
Fabricio Oberto,14,1,2,0,0,0,0,1,2,3,0,0,0,0,2,3
Travis Diener,14,1,4,0,2,0,0,0,1,1,2,0,0,0,1,4
Anthony Randolph,14,2,5,0,0,1,2,1,2,4,0,0,0,1,1,7
Ron Baker,14,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3
Frank Brickowski,14,1,4,0,1,0,0,0,1,2,0,0,0,1,2,4
Tyus Edney,14,1,4,0,0,2,2,0,0,1,2,0,0,1,1,5
Šarūnas Marčiulionis,14,2,5,0,1,1,2,0,1,1,1,0,0,2,2,6
Keith Tower,14,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1
A.J. Price,14,2,5,0,2,0,1,0,1,1,2,0,0,0,0,5
Hanno Möttölä,14,1,4,0,0,0,1,0,2,2,0,0,0,0,2,4
Xavier Munford,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4
Kevin Duckworth,14,1,3,0,0,0,0,0,1,2,0,0,0,1,2,4
Kevin Gamble,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4
Greg Anderson,14,1,2,0,0,0,1,1,2,4,0,0,0,0,2,3
Grayson Allen,14,2,5,1,3,1,1,0,1,1,0,0,0,0,1,7
Kevin Ollie,14,1,3,0,0,1,1,0,1,1,2,0,0,0,1,3
Kevin Séraphin,14,2,5,0,0,0,0,1,2,3,0,0,0,1,2,5
Kevon Looney,14,1,3,0,0,0,1,1,2,3,0,0,0,0,1,4
Antoine Carr,14,2,4,0,0,0,1,0,1,2,0,0,0,0,2,5
Kornél Dávid,14,1,4,0,0,1,1,1,1,2,0,0,0,0,1,5
Kyle Collinsworth,14,1,3,0,0,0,1,1,2,3,1,0,0,0,1,3
Allan Ray,14,2,5,1,2,0,1,0,1,1,0,0,0,0,1,6
Frank Mason III,14,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6
Trajan Langdon,14,1,4,0,1,1,1,0,1,1,1,0,0,0,1,5
Matt Bullard,14,1,4,1,2,0,0,0,1,1,0,0,0,0,1,5
Antonio Anderson,14,1,3,0,0,0,0,1,0,1,0,0,0,1,1,2
Shelden Williams,14,1,3,0,0,1,1,1,2,4,0,0,0,0,2,4
Mo Bamba,14,2,4,0,1,0,1,1,3,4,0,0,1,0,2,5
Derrick Brown,14,2,3,0,0,1,1,0,1,2,0,0,0,0,1,5
Moritz Wagner,14,2,4,0,1,1,1,0,2,3,0,0,0,1,2,6
Sergio Rodríguez,14,1,4,0,1,0,0,0,1,1,3,0,0,1,1,4
Semaj Christon,14,1,3,0,1,0,0,0,1,1,2,0,0,0,1,2
Dan Gadzuric,14,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4
Dan Dickau,14,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5
Sasha Vujačić,14,1,4,0,2,0,0,0,1,1,1,0,0,0,1,5
Dahntay Jones,14,1,4,0,0,1,1,0,1,1,0,0,0,0,1,5
D.J. White,14,2,4,0,0,0,1,0,2,3,0,0,0,0,1,5
Cristiano Felício,14,1,3,0,0,0,1,1,2,4,0,0,0,0,1,4
Cory Carr,14,1,5,0,0,0,0,0,0,1,1,0,0,1,1,4
Sam Dekker,14,2,4,0,1,0,0,0,2,3,0,0,0,0,0,5
Chucky Brown,14,2,4,0,0,0,0,0,1,2,0,0,0,0,1,4
Robert Swift,14,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4
Rodney Carney,14,2,5,0,1,0,1,0,1,1,0,0,0,0,1,5
Rodney White,14,2,6,0,1,0,1,0,1,2,1,0,0,1,1,6
Mindaugas Kuzminskas,14,2,5,0,2,0,0,0,1,1,1,0,0,0,1,6
Mike Taylor,14,2,5,0,0,1,1,0,1,1,2,0,0,1,1,5
Antonio Blakeney,14,2,7,0,1,1,1,0,1,1,0,0,0,0,0,7
Brent Price,14,1,3,0,2,0,1,0,0,1,2,0,0,1,1,4
Marcelo Huertas,14,1,3,0,1,0,0,0,1,1,3,0,0,1,1,3
Archie Goodwin,14,2,5,0,1,1,2,0,1,2,1,0,0,1,1,6
Aron Baynes,14,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5
Todd MacCulloch,14,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5
Mardy Collins,14,1,4,0,0,0,0,0,1,1,1,0,0,1,1,3
Marreese Speights,14,3,6,0,0,1,1,1,2,3,0,0,0,0,2,7
Bernard Robinson,14,1,3,0,0,1,1,0,1,2,0,0,0,0,1,4
Chris Dudley,14,0,2,0,0,0,1,1,2,4,0,0,0,0,2,2
Tarik Black,14,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4
Stojko Vranković,14,1,2,0,0,0,0,1,2,3,0,0,1,0,2,3
Steven Hunter,14,1,3,0,0,0,1,1,1,3,0,0,1,0,1,4
Michael Cage,14,0,1,0,0,0,0,1,2,3,0,0,0,0,1,1
Michael Doleac,14,2,4,0,0,0,0,0,2,3,0,0,0,0,2,4
Sterling Brown,14,1,4,0,2,0,0,0,2,3,1,0,0,0,1,5
Brandon Sampson,14,2,4,0,2,0,0,0,0,1,0,0,0,0,1,5
Mike Muscala,14,1,4,0,1,0,0,0,2,3,0,0,0,0,1,5
Mike Penberthy,14,1,4,0,2,0,0,0,0,1,1,0,0,0,1,4
Jason Hart,14,1,4,0,0,0,1,0,1,1,2,0,0,0,1,4
Željko Rebrača,14,2,4,0,0,1,1,0,2,3,0,0,0,0,2,5
Jordan Williams,14,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4
Jannero Pargo,14,2,6,0,2,0,0,0,1,1,1,0,0,1,1,6
James Jones,14,1,4,1,2,0,0,0,1,1,0,0,0,0,1,4
Jim McIlvaine,14,1,2,0,0,0,0,1,1,3,0,0,1,0,2,2
Jelani McCoy,14,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4
Jan Veselý,14,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3
Ivan Rabb,14,2,4,0,0,0,1,1,2,4,1,0,0,0,1,5
Jawun Evans,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4
Jon Leuer,14,2,5,0,0,0,1,0,2,3,0,0,0,0,1,6
Jarron Collins,14,1,2,0,0,1,1,1,1,2,0,0,0,0,2,3
Joel Anthony,14,0,1,0,0,0,0,1,1,2,0,0,1,0,1,2
Johan Petro,14,2,4,0,0,0,0,1,2,3,0,0,0,0,2,4
Earl Clark,13,1,4,0,0,0,0,0,2,3,0,0,0,0,1,4
Earl Barron,13,1,4,0,0,0,1,1,2,3,0,0,0,0,1,4
Cartier Martin,13,1,4,0,2,0,0,0,1,1,0,0,0,0,1,5
Jeff Adrien,13,1,3,0,0,1,1,1,2,4,0,0,0,0,1,4
Kostas Papanikolaou,13,1,3,0,1,0,0,0,1,2,1,0,0,1,1,3
Dwight Buycks,13,2,5,0,1,1,1,0,1,1,1,0,0,1,1,6
Andrew White,13,1,4,1,3,0,0,0,2,2,0,0,0,0,0,4
Sean Rooks,13,1,3,0,0,0,1,0,1,2,0,0,0,0,2,3
David Harrison,13,1,3,0,0,1,2,0,1,2,0,0,0,1,2,4
Andrew Nicholson,13,2,5,0,0,0,0,0,2,3,0,0,0,0,1,5
Marcus Williams,13,1,5,0,1,0,0,0,1,1,2,0,0,1,0,5
Charles Smith,13,2,4,0,1,0,0,0,1,1,0,0,0,0,1,4
Chasson Randle,13,1,4,0,2,1,1,0,0,1,1,0,0,0,1,5
Dragan Tarlać,13,0,2,0,0,0,0,0,1,2,0,0,0,0,2,2
Gerard King,13,1,3,0,0,0,0,0,2,2,0,0,0,0,1,4
Chris Anstey,13,1,4,0,0,1,1,1,2,3,0,0,0,0,2,5
Isaiah Briscoe,13,1,3,0,0,0,0,0,1,1,2,0,0,0,1,3
Matt Freije,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,3
Dontell Jefferson,13,1,3,0,0,1,1,0,1,2,1,0,0,1,1,4
Chris Herren,13,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3
Vladimir Stepania,13,1,3,0,0,0,1,1,2,4,0,0,0,0,1,4
Grant Williams,13,1,2,0,1,0,0,0,1,2,0,0,0,0,2,3
Robert Traylor,13,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4
Sean Williams,13,1,3,0,0,0,1,1,2,3,0,0,1,0,2,4
Jerome James,13,1,3,0,0,0,1,1,2,3,0,0,1,1,2,4
Cameron Reynolds,13,1,4,1,2,0,0,0,1,1,0,0,0,0,1,5
Axel Toupane,13,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3
Linton Johnson,13,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3
Eugene Jeter,13,1,4,0,0,0,0,0,0,1,2,0,0,0,0,4
Evan Eschmeyer,13,1,2,0,0,0,1,1,2,3,0,0,0,0,2,2
Lloyd Daniels,13,1,5,0,2,0,0,0,0,1,1,0,0,0,1,4
Terence Morris,13,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3
Lawrence Funderburke,13,2,4,0,0,1,1,1,2,3,0,0,0,0,1,6
Thon Maker,13,1,3,0,1,0,1,0,1,2,0,0,0,0,1,4
Bobby Hurley,13,1,3,0,0,0,1,0,0,0,2,0,0,1,1,3
Eric Montross,13,1,2,0,0,0,0,1,2,3,0,0,0,0,2,2
Eric Maynor,13,1,4,0,1,0,0,0,1,1,2,0,0,1,1,4
Luke Babbitt,13,1,4,1,2,0,0,0,1,2,0,0,0,0,1,4
Brian Cardinal,13,1,3,0,1,1,1,0,1,2,0,0,0,0,1,4
Gary Clark,13,1,3,0,2,0,0,0,1,2,0,0,0,0,1,3
Elliot Williams,13,1,4,0,1,0,1,0,1,1,0,0,0,0,1,4
Austin Daye,13,1,4,0,1,0,0,0,2,2,0,0,0,0,1,5
Shawn Respert,13,1,4,0,1,0,1,0,0,1,0,0,0,0,1,4
Jamie Watson,13,1,2,0,0,0,0,0,1,1,1,0,0,0,1,3
Britton Johnsen,13,0,3,0,0,0,0,0,1,2,0,0,0,0,1,2
Jordan McRae,13,2,5,0,1,1,1,0,1,1,1,0,0,0,1,6
Ekpe Udoh,13,1,2,0,0,0,1,1,1,2,0,0,1,0,1,3
Tony Farmer,13,1,3,0,0,2,3,1,1,3,0,0,0,0,1,5
Kyle O'Quinn,13,2,4,0,0,0,1,1,3,4,1,0,0,0,2,5
Jordan Hamilton,13,2,5,0,2,0,0,0,2,2,0,0,0,0,0,5
Julian Washburn,13,0,2,0,1,0,0,0,1,2,0,0,0,0,0,2
Robert Sacre,13,1,3,0,0,0,1,1,2,3,0,0,0,0,1,4
Vander Blue,13,1,3,0,1,0,1,0,1,1,1,0,0,1,0,3
Kevin Edwards,13,1,4,0,0,0,1,0,1,1,1,0,0,0,0,4
DeSagana Diop,13,0,1,0,0,0,0,1,2,3,0,0,1,0,2,2
Wayne Turner,13,0,2,0,0,0,2,0,0,1,1,0,0,1,1,1
Reggie Slater,13,2,4,0,0,1,2,1,1,3,0,0,0,0,2,5
Danny Schayes,13,1,3,0,0,1,1,1,1,2,0,0,0,0,2,4
Michael Ruffin,13,0,1,0,0,0,1,1,2,3,0,0,0,0,2,1
Corey Benjamin,13,2,5,0,1,0,1,0,1,1,0,0,0,1,2,5
Harry Giles,13,3,5,0,0,0,1,1,2,3,1,0,0,1,2,6
Devin Robinson,13,2,4,0,0,1,1,1,2,3,0,0,0,0,1,6
Johnathan Williams,13,2,3,0,0,0,1,1,2,4,0,0,0,0,2,5
Ian Clark,13,2,4,0,2,0,0,0,1,1,1,0,0,0,1,5
Will Solomon,13,1,5,0,2,0,0,0,0,1,1,0,0,1,1,5
Hamidou Diallo,13,2,4,0,0,0,1,0,1,2,0,0,0,0,1,5
Daniel Gafford,13,2,3,0,0,0,1,1,1,2,0,0,1,0,2,5
Craig Ehlo,13,1,4,0,1,0,0,0,1,1,1,0,0,0,1,3
Chris Quinn,13,1,3,0,1,0,0,0,0,1,1,0,0,0,1,4
Yakhouba Diawara,13,1,3,0,2,0,0,0,0,1,0,0,0,0,1,3
Quinn Cook,13,2,5,0,2,0,0,0,1,1,1,0,0,0,1,6
Quincy Miller,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4
Dairis Bertāns,13,1,3,0,2,0,0,0,0,0,0,0,0,0,0,2
Pete Chilcutt,13,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3
Willy Hernangómez,13,2,5,0,0,1,2,1,3,5,1,0,0,1,1,6
Kadeem Allen,13,1,4,0,1,1,1,0,1,1,2,0,0,0,1,5
Phil Pressey,13,1,3,0,1,0,0,0,1,1,2,0,0,1,1,3
Chris Robinson,13,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4
Jake Voskuhl,13,1,3,0,0,1,1,1,2,3,0,0,0,0,2,4
Óscar Torres,13,1,4,0,1,1,1,0,1,1,0,0,0,0,0,5
Jonathan Bender,13,1,4,0,1,1,1,0,1,2,0,0,0,0,1,5
Wayman Tisdale,13,2,6,0,0,0,0,0,1,2,0,0,0,0,2,6
Robbie Hummel,13,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3
John Crotty,13,1,3,0,1,1,1,0,0,1,2,0,0,0,1,4
Jason Collier,13,2,4,0,0,1,1,1,1,2,0,0,0,0,1,5
Kenny Satterfield,13,1,5,0,0,0,0,0,0,1,2,0,0,1,1,4
Cleanthony Early,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4
Žan Tabak,13,1,3,0,0,0,0,1,2,3,0,0,0,0,2,4
K.J. McDaniels,13,1,4,0,1,1,1,0,1,2,0,0,0,0,1,5
Nigel Hayes,13,1,3,0,1,0,0,0,2,2,0,0,0,0,0,3
Greg Stiemsma,13,1,2,0,0,0,0,0,2,3,0,0,1,0,2,3
Nickeil Alexander-Walker,12,2,5,0,2,0,0,0,1,1,1,0,0,1,1,5
Joffrey Lauvergne,12,2,4,0,0,0,1,1,2,3,0,0,0,0,1,5
Damian Jones,12,1,2,0,0,0,1,1,1,2,0,0,0,0,2,4
Lionel Simmons,12,1,3,0,0,1,1,0,1,2,1,0,0,0,1,3
Mamadou N'Diaye,12,1,2,0,0,1,1,1,1,3,0,0,0,0,2,3
Shawn Long,12,3,6,0,1,1,1,2,2,4,0,0,0,0,2,8
David Benoit,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4
DeMarcus Nelson,12,1,4,0,0,0,1,0,1,1,1,0,0,1,1,4
Daniel Ewing,12,1,3,0,0,0,0,0,0,1,1,0,0,0,1,3
Brian Scalabrine,12,1,2,0,1,0,0,0,1,1,0,0,0,0,1,3
Bonzie Colson,12,1,4,0,2,1,1,1,2,3,0,0,0,0,0,4
Lonnie Walker IV,12,2,4,0,1,0,0,0,1,1,0,0,0,0,1,5
Okaro White,12,0,2,0,1,0,0,0,1,2,0,0,0,0,1,2
Lou Amundson,12,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3
Brian Cook,12,2,4,0,1,0,0,0,1,2,0,0,0,0,1,5
Nic Claxton,12,1,3,0,0,0,1,1,1,2,1,0,0,0,0,4
Brooks Thompson,12,1,4,1,2,0,0,0,0,1,2,0,0,1,1,5
Brandon Davies,12,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3
Jeremy Pargo,12,1,4,0,1,0,1,0,0,1,1,0,0,1,1,4
DeQuan Jones,12,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3
Semih Erden,12,1,2,0,0,0,1,0,1,2,0,0,0,0,2,3
Bruno Caboclo,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4
Edwin Ubiles,12,1,4,0,1,0,0,0,2,2,0,0,0,0,0,3
Ryan Bowen,12,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2
Renaldo Balkman,12,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3
Rex Walters,12,1,3,0,1,0,0,0,1,1,1,0,0,0,1,4
Doug Overton,12,1,3,0,0,0,0,0,0,1,1,0,0,0,1,3
Doron Lamb,12,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3
Rick Brunson,12,1,2,0,0,0,0,0,1,1,2,0,0,1,1,3
Leon Powe,12,1,3,0,0,2,3,1,2,3,0,0,0,0,2,5
Ronnie Price,12,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3
Don Reid,12,1,2,0,0,0,1,1,1,2,0,0,0,0,2,3
Chris Chiozza,12,1,4,0,2,0,0,0,1,1,2,0,0,0,1,4
Jackson Vroman,12,1,3,0,0,0,1,1,1,3,0,0,0,0,2,3
Chris Hunter,12,1,3,0,0,0,1,0,1,2,0,0,0,0,2,4
Chris Johnson,12,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3
Donta Hall,12,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3
Jonathan Gibson,12,2,5,1,2,1,1,0,1,1,1,0,0,1,1,6
Duane Ferrell,12,1,3,0,0,0,1,0,0,1,0,0,0,0,1,4
Casper Ware,12,2,4,0,2,0,0,0,1,1,1,0,0,0,1,5
Jimmer Fredette,12,2,5,0,2,0,0,0,0,1,1,0,0,0,0,5
Semi Ojeleye,12,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2
Bruno Fernando,12,1,3,0,0,0,0,1,2,3,0,0,0,0,1,4
Jake Layman,12,1,4,0,1,0,0,0,1,1,0,0,0,0,1,5
James Singleton,12,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3
Milton Doyle,12,1,4,0,2,0,0,0,1,1,1,0,0,0,1,3
Sergei Monia,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,2
Curtis Borchardt,12,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3
Ed O'Bannon,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,3
Diante Garrett,12,1,3,0,1,0,0,0,1,1,1,0,0,1,0,3
Jerome Robinson,12,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4
Mike Tobey,12,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1
Randy Livingston,12,1,3,0,0,0,0,0,1,1,1,0,0,1,1,3
Ed Gray,12,2,6,0,1,1,1,0,0,1,0,0,0,0,1,6
Raul Neto,12,1,3,0,1,0,0,0,1,1,1,0,0,0,1,4
Mark Hendrickson,12,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3
Ben Uzoh,12,1,4,0,0,0,1,0,1,2,2,0,0,0,1,3
Briante Weber,12,1,3,0,0,0,0,0,1,1,1,0,0,0,1,3
Gary Forbes,12,2,4,0,1,1,1,0,1,1,0,0,0,0,1,5
Furkan Aldemir,12,0,1,0,0,0,0,1,2,4,0,0,0,0,2,2
Alan Williams,12,2,4,0,0,1,2,1,3,5,0,0,0,0,2,6
Alexis Ajinça,12,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5
Keith Closs,12,1,3,0,0,0,1,1,1,2,0,0,1,0,1,3
Kedrick Brown,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3
Larry Stewart,12,1,3,0,0,0,1,1,1,2,0,0,0,0,1,4
Alfonzo McKinnie,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4
Victor Claver,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3
Adrian Caldwell,12,0,2,0,0,0,1,1,2,3,0,0,0,0,1,2
Isaiah Hicks,12,1,3,0,0,0,1,0,1,2,0,0,0,0,2,4
Andre Ingram,12,1,3,0,2,0,0,0,1,1,1,0,0,0,0,4
Alexander Johnson,12,1,2,0,0,1,1,0,1,2,0,0,0,0,2,4
Festus Ezeli,12,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3
Jaylen Morris,12,1,4,0,1,0,0,0,1,2,1,0,0,0,0,3
Tyler Ennis,12,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4
Gerald Madkins,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
Adreian Payne,12,1,4,0,0,0,0,0,2,2,0,0,0,0,1,4
Justin Anderson,12,1,4,0,2,0,1,0,1,2,0,0,0,0,1,5
Josh Huestis,12,0,2,0,1,0,0,0,1,2,0,0,0,0,1,2
Larry Drew II,12,1,3,0,1,0,0,0,0,0,2,0,0,1,0,2
Henry James,12,1,4,1,2,0,0,0,0,1,0,0,0,0,1,4
Ante Žižić,12,2,3,0,0,1,1,1,2,3,0,0,0,0,1,5
