playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Josh Childress,26,3,6,0,0,1,2,1,2,4,1,0,0,1,1,9
Jorge Garbajosa,26,3,7,0,2,0,1,0,3,4,1,1,0,0,1,7
Evan Turner,26,3,8,0,1,1,1,0,4,4,3,0,0,1,1,9
Boris Diaw,26,3,7,0,1,1,1,1,3,4,3,0,0,1,2,8
Kendrick Nunn,26,5,12,1,5,1,1,0,2,2,2,0,0,1,2,13
Troy Murphy,26,3,8,0,2,2,2,1,5,7,1,0,0,1,2,10
Avery Johnson,26,3,7,0,0,1,1,0,1,1,5,0,0,1,1,8
Bryon Russell,26,3,7,1,2,1,2,0,2,3,1,1,0,1,2,9
Steven Adams,26,4,6,0,0,1,2,3,4,7,1,0,1,1,2,9
J.R. Smith,26,4,10,1,5,1,1,0,2,3,2,0,0,1,2,12
Dario Šarić,26,4,10,1,4,1,2,1,4,6,2,0,0,1,2,12
Hassan Whiteside,26,5,9,0,0,2,3,3,8,11,0,0,2,1,2,13
Mario Chalmers,26,3,7,1,3,1,2,0,2,2,3,1,0,1,2,8
Wendell Carter Jr.,26,4,8,0,0,2,3,2,5,8,1,0,1,1,3,10
J.J. Redick,25,4,9,2,5,2,2,0,1,1,1,0,0,1,1,12
Coby White,25,4,12,2,5,1,1,0,3,3,2,0,0,1,1,13
Smush Parker,25,3,7,1,3,1,1,0,1,2,2,1,0,1,2,8
Michael Olowokandi,25,3,8,0,0,1,1,1,4,6,0,0,1,1,3,8
Jonathan Isaac,25,3,8,0,3,1,1,1,4,5,1,1,1,1,2,9
Jay Williams,25,3,9,0,2,1,2,0,2,2,4,1,0,2,2,9
Nenê,25,4,7,0,0,2,3,1,4,5,1,1,0,1,3,11
Darius Miles,25,4,8,0,0,1,2,1,3,4,1,0,1,2,2,10
Danuel House Jr.,25,3,7,1,4,1,1,0,3,3,1,0,0,0,1,9
Dennis Scott,25,3,8,1,3,0,1,0,2,2,1,0,0,0,1,9
Dennis Smith Jr.,25,4,12,1,3,1,2,0,2,3,4,1,0,2,2,12
Derek Fisher,25,2,7,0,2,1,1,0,1,2,2,1,0,1,2,8
Clarence Weatherspoon,25,3,6,0,0,2,2,2,4,6,1,0,0,1,2,8
Derrick Favors,25,4,8,0,0,2,3,2,4,7,1,0,1,1,2,11
Jamaal Tinsley,25,3,8,0,2,1,1,0,2,2,6,1,0,2,2,8
Dale Ellis,25,4,9,1,4,1,1,0,1,2,1,0,0,1,1,11
Dale Davis,25,2,5,0,0,1,2,2,4,7,0,0,0,0,2,7
John Salmons,25,3,7,0,2,1,2,0,2,2,2,0,0,1,1,9
John Starks,25,4,10,1,3,1,2,0,1,2,2,1,0,1,2,11
Mike Miller,25,3,8,1,3,1,1,0,3,4,2,0,0,1,1,10
Raef LaFrentz,25,3,8,0,2,1,1,1,4,6,1,0,1,0,3,10
Tyrone Nesby,25,3,8,0,2,1,2,1,2,3,1,1,0,1,2,9
Joe Ingles,25,2,6,1,4,0,0,0,2,3,3,1,0,1,1,8
Juan Carlos Navarro,25,3,9,1,5,1,1,0,2,2,2,0,0,1,1,10
Gerald Henderson,25,4,9,0,1,2,2,0,2,3,1,0,0,1,1,11
Ryan Robertson,25,2,6,0,2,1,1,0,0,0,0,0,0,0,0,5
LaPhonso Ellis,25,4,9,0,1,1,2,1,3,5,1,0,0,1,2,10
Luke Ridnour,25,3,8,0,2,1,1,0,1,2,4,0,0,1,2,9
Taurean Prince,25,4,9,1,4,1,1,0,3,4,1,0,0,1,2,11
Manu Ginóbili,25,4,9,1,3,3,3,0,2,3,3,1,0,2,2,13
Tim Thomas,25,4,9,1,3,1,2,0,3,4,1,0,0,1,2,11
Brent Barry,25,3,6,1,3,1,1,0,2,3,3,0,0,1,1,8
Spencer Dinwiddie,25,4,10,1,4,3,4,0,2,2,4,0,0,1,2,12
Theo Ratliff,25,2,5,0,0,1,2,1,3,5,0,0,2,1,2,7
Donyell Marshall,25,4,9,0,2,1,2,2,4,6,1,0,0,1,2,11
Ron Harper,25,2,6,0,1,1,1,1,2,3,2,1,0,1,2,7
Matt Harpring,25,4,8,0,0,2,3,1,3,4,1,0,0,1,2,11
Rik Smits,25,6,12,0,0,2,3,1,4,5,1,0,1,1,3,14
Matt Maloney,25,2,6,1,3,0,0,0,1,1,2,0,0,1,1,7
Anthony Peeler,25,3,8,1,3,0,1,0,2,2,2,0,0,1,1,9
Caris LeVert,25,4,11,1,3,2,2,0,2,3,3,1,0,1,1,13
José Calderón,25,3,7,1,2,1,1,0,2,2,5,0,0,1,1,8
Ryan Anderson,25,4,9,1,5,1,2,1,3,5,0,0,0,0,1,11
Toni Kukoč,25,3,9,0,2,1,2,1,2,4,3,0,0,1,1,10
Bam Adebayo,25,4,7,0,0,2,3,2,5,7,2,0,0,1,2,10
Tim Hardaway Jr.,25,4,11,1,5,2,2,0,2,2,1,0,0,1,1,13
Samuel Dalembert,24,3,6,0,0,1,1,2,5,7,0,0,1,1,2,7
Chucky Atkins,24,3,8,1,3,1,1,0,1,1,3,0,0,1,1,9
Marcin Gortat,24,4,7,0,0,1,2,2,5,7,1,0,1,1,2,9
Eddy Curry,24,4,8,0,0,3,4,1,3,5,0,0,0,2,2,12
Jason Thompson,24,3,7,0,0,1,2,2,4,6,1,0,0,1,2,8
Charlie Bell,24,3,7,1,3,1,1,0,1,2,2,0,0,0,1,8
Udonis Haslem,24,2,6,0,0,1,1,1,4,6,0,0,0,0,2,7
Billy Owens,24,3,7,0,0,1,1,1,3,5,2,0,0,1,2,8
George McCloud,24,3,8,1,3,1,1,0,2,3,2,0,0,1,2,9
George Lynch,24,2,6,0,0,1,1,2,3,5,1,1,0,1,2,6
Dennis Schröder,24,5,12,1,3,2,2,0,2,2,4,0,0,2,1,14
Bonzi Wells,24,4,10,0,1,2,3,1,3,4,2,1,0,2,2,11
Calbert Cheaney,24,3,7,0,0,0,1,0,2,3,1,0,0,0,2,7
Otis Thorpe,24,3,7,0,0,1,2,1,3,5,1,0,0,1,3,8
Danny Green,24,3,7,1,4,0,0,0,2,3,1,1,0,0,1,8
Lou Williams,24,4,11,1,3,3,4,0,1,2,3,0,0,1,1,14
Bryant Stith,24,2,6,0,2,2,2,0,2,2,1,0,0,1,1,8
Al-Farouq Aminu,24,2,6,0,2,1,1,1,4,6,1,0,0,1,1,7
Bob Sura,24,3,7,0,2,2,3,0,2,3,3,1,0,1,2,8
Nenad Krstić,24,4,8,0,0,1,2,1,3,5,0,0,0,1,2,10
Luis Scola,24,4,9,0,0,1,2,1,4,6,1,0,0,1,2,11
Bobby Simmons,24,3,7,0,2,1,1,1,2,3,1,0,0,1,2,8
Jerami Grant,24,3,7,0,2,1,2,0,2,3,1,0,1,0,2,9
Jeremy Lin,24,3,8,0,2,2,3,0,2,2,4,1,0,2,2,11
Taj Gibson,24,3,7,0,0,1,2,2,3,6,0,0,1,1,2,9
Miles Bridges,24,3,8,1,3,1,1,1,3,4,1,0,0,1,1,9
Joe Smith,24,3,8,0,0,2,2,2,3,6,0,0,0,1,2,10
Aaron McKie,24,2,6,0,1,1,1,0,2,3,2,1,0,1,1,7
Olden Polynice,24,3,7,0,0,0,1,2,4,6,1,0,0,1,3,7
Marvin Bagley III,24,5,11,0,1,2,3,2,5,7,0,0,0,1,2,14
Dorian Finney-Smith,24,2,5,1,3,0,1,1,2,4,1,0,0,0,2,7
Chris Mullin,24,3,7,1,2,1,1,0,2,2,2,1,0,1,1,10
Speedy Claxton,24,3,7,0,0,2,3,0,1,2,4,1,0,1,2,8
Iman Shumpert,24,2,6,1,3,0,1,0,2,3,1,1,0,1,2,7
Reggie Jackson,24,4,10,1,3,2,2,0,2,2,4,0,0,1,1,12
Brevin Knight,24,2,6,0,0,1,2,0,2,2,6,1,0,1,2,7
Domantas Sabonis,24,4,9,0,0,2,3,1,5,7,2,0,0,1,2,12
Maurice Taylor,24,4,9,0,0,1,2,1,3,4,1,0,0,1,3,11
Michael Carter-Williams,24,3,9,0,1,2,3,0,3,4,4,1,0,2,2,10
Clint Capela,24,5,7,0,0,1,3,3,6,9,0,0,1,1,2,11
Kyle Korver,24,3,7,1,4,1,1,0,2,2,1,0,0,1,2,9
Josh Hart,24,3,7,1,4,1,1,0,4,4,1,0,0,0,2,8
Trenton Hassell,24,2,5,0,0,0,1,0,1,2,1,0,0,0,2,5
Nikola Peković,24,4,9,0,0,2,3,2,3,6,0,0,0,1,2,12
Tyler Johnson,24,3,8,1,3,1,2,0,2,3,2,0,0,1,1,10
Michael Smith,24,1,3,0,0,1,2,2,5,7,1,0,0,1,2,5
Markieff Morris,24,4,9,0,2,1,2,1,4,5,1,0,0,1,2,11
Chris Duhon,24,2,5,1,2,0,1,0,1,2,4,0,0,1,1,6
Roy Hibbert,24,4,8,0,0,2,2,2,4,6,1,0,1,1,3,10
Jae Crowder,24,3,8,1,4,1,2,0,3,4,1,0,0,0,2,9
Mark Price,24,3,8,1,3,1,2,0,1,2,4,0,0,2,1,10
Jonas Valančiūnas,24,4,8,0,0,2,3,2,6,8,0,0,1,1,2,12
Chris Childs,24,2,5,0,1,1,1,0,2,2,4,0,0,1,3,6
Markelle Fultz,24,4,9,0,1,1,2,0,2,3,4,1,0,1,2,10
Duje Dukan,24,2,10,2,5,0,0,2,2,4,1,1,0,0,2,6
Arvydas Sabonis,24,4,8,0,0,2,3,1,5,7,2,0,1,1,2,11
Marko Jarić,24,2,6,0,1,1,1,0,2,2,3,1,0,1,2,7
Randy Foye,24,3,8,1,3,1,1,0,1,2,2,0,0,1,2,10
Drew Gooden,24,4,9,0,0,2,2,2,4,7,1,0,0,1,2,10
Andrew Bynum,24,4,8,0,0,2,3,2,5,7,1,0,1,1,2,11
Rodney Rogers,24,4,9,0,2,1,2,1,3,4,1,0,0,1,3,10
Jarrett Culver,23,3,9,1,3,0,1,1,2,3,1,0,0,1,1,9
Fred VanVleet,23,3,8,1,4,1,1,0,2,2,3,0,0,1,1,10
Kris Dunn,23,3,8,0,1,0,1,0,2,3,4,1,0,1,2,8
DeMarre Carroll,23,3,7,1,3,1,2,1,3,4,1,0,0,0,1,8
Jared Sullinger,23,4,9,0,1,1,2,2,4,7,1,0,0,1,2,10
Lance Stephenson,23,3,7,0,2,1,1,0,3,4,2,0,0,1,2,8
Jarrett Allen,23,3,6,0,0,2,3,2,5,7,1,0,1,1,2,10
Fred Jones,23,2,6,0,2,1,1,0,1,2,2,0,0,1,1,7
Lamond Murray,23,4,9,0,1,2,2,1,2,4,1,0,0,1,1,11
Josh Okogie,23,2,6,0,2,1,2,0,2,3,1,1,0,1,2,8
Landry Shamet,23,2,6,2,5,1,1,0,1,1,1,0,0,0,2,8
Muggsy Bogues,23,2,5,0,0,0,1,0,1,1,4,1,0,1,1,6
Josh Jackson,23,4,10,0,2,1,3,0,3,4,1,0,0,1,2,11
Dominique Wilkins,23,4,11,0,2,3,4,2,3,5,1,0,0,1,1,14
Kurt Thomas,23,3,6,0,0,1,1,1,4,6,1,0,0,1,3,7
Matt Barnes,23,2,6,1,3,1,1,1,3,4,1,0,0,1,2,8
Jordan Crawford,23,4,10,1,3,1,2,0,1,2,3,0,0,1,1,11
Michael Kidd-Gilchrist,23,3,6,0,0,1,2,1,3,5,1,0,0,0,2,8
Hollis Thompson,23,2,6,1,3,0,1,0,2,3,1,0,0,0,2,7
Martell Webster,23,2,6,1,3,1,1,0,2,3,0,0,0,0,1,8
Devin Harris,23,3,8,0,2,2,3,0,1,2,3,0,0,1,2,10
Kelly Oubre Jr.,23,3,8,1,3,1,2,0,3,4,0,0,0,1,2,10
Kenneth Faried,23,4,8,0,0,2,3,3,5,8,0,0,0,1,2,11
Joe Harris,23,3,7,1,4,0,1,0,2,3,1,0,0,1,2,10
Elden Campbell,23,3,8,0,0,2,3,1,4,5,1,0,1,1,2,10
Emmanuel Mudiay,23,4,10,0,2,1,2,0,2,2,3,0,0,2,1,10
Kevin Knox,23,3,9,1,4,1,2,0,3,3,1,0,0,1,2,9
Luke Kennard,23,3,8,1,3,1,1,0,2,2,2,0,0,1,1,9
Jemerrio Jones,23,2,5,0,1,0,0,2,5,8,2,1,0,0,1,4
Luguentz Dort,23,2,7,1,3,1,1,0,1,2,0,0,0,0,2,7
Eric Williams,23,2,6,0,1,2,3,1,2,3,1,0,0,1,2,8
Erick Dampier,23,2,5,0,0,1,2,2,4,7,0,0,1,1,2,7
Lorenzen Wright,23,3,7,0,0,1,2,2,4,6,0,0,0,1,2,7
A.C. Green,23,2,5,0,0,1,1,2,3,6,0,0,0,0,1,5
Nikola Mirotić,23,3,9,1,5,2,2,0,4,5,1,0,0,1,2,11
Will Barton,23,4,9,1,3,1,2,0,3,4,2,0,0,1,1,10
Xavier Rathan-Mayes,23,2,8,0,2,0,1,0,1,1,3,1,0,2,3,5
Cedi Osman,23,3,7,1,3,1,1,0,2,3,1,0,0,1,2,9
Allen Crabbe,23,3,7,1,4,1,1,0,2,2,1,0,0,0,2,9
Walt Williams,23,3,8,1,3,1,1,0,2,3,1,0,0,1,2,9
Steve Blake,23,2,5,1,3,0,0,0,1,2,3,0,0,1,1,6
Andrés Nocioni,23,3,8,1,3,1,2,0,3,4,1,0,0,1,2,10
D.J. Augustin,23,3,7,1,3,2,2,0,1,1,3,0,0,1,1,9
Cedric Henderson,23,3,6,0,0,1,1,0,2,2,1,0,0,1,2,7
Terrence Jones,23,4,8,0,1,1,2,1,3,5,1,0,1,0,1,10
Darrell Armstrong,23,3,7,1,3,1,2,0,1,2,4,1,0,1,1,9
Terrence Ross,23,3,9,1,5,1,1,0,2,2,1,0,0,0,1,10
Charlie Ward,23,2,5,1,2,0,1,0,2,2,4,1,0,1,2,6
Rudy Fernández,23,2,7,1,4,1,1,0,1,2,2,0,0,1,1,8
Sherman Douglas,23,3,6,0,0,1,2,0,1,1,3,0,0,1,1,7
Bo Outlaw,23,2,3,0,0,1,1,1,3,5,1,0,1,1,2,5
Austin Rivers,23,3,8,1,3,1,1,0,1,2,2,0,0,1,2,9
Ruben Patterson,23,4,7,0,0,2,3,1,2,4,1,1,0,1,2,10
Cedric Ceballos,23,4,10,0,1,2,3,1,3,5,1,0,0,1,2,12
OG Anunoby,23,3,6,1,3,0,1,0,2,3,0,0,0,0,2,7
Damion Lee,22,3,8,1,3,1,1,0,3,3,1,0,0,0,1,9
Royce O'Neale,22,2,4,0,2,0,0,0,3,4,1,0,0,0,2,5
Marcus Thornton,22,4,10,1,4,1,1,0,1,2,1,0,0,1,1,11
Mark Blount,22,3,6,0,0,1,1,1,3,4,0,0,0,1,2,8
Ben McLemore,22,3,7,1,3,1,1,0,1,2,1,0,0,1,2,8
Terry Rozier,22,3,8,1,4,1,1,0,3,3,2,0,0,1,1,9
Jonny Flynn,22,3,8,0,2,1,2,0,1,1,3,0,0,2,1,9
Derrick White,22,3,7,0,2,1,2,0,2,3,3,0,0,1,1,9
Andre Roberson,22,1,4,0,1,0,0,1,2,4,0,0,0,0,2,4
Kevin Porter Jr.,22,3,8,1,3,1,2,0,2,3,2,0,0,1,2,9
Brendan Haywood,22,2,4,0,0,1,2,2,3,5,0,0,1,1,2,6
Maurice Harkless,22,2,6,0,1,0,1,1,2,3,0,0,0,0,2,7
Cody Zeller,22,3,6,0,0,2,2,1,3,5,1,0,0,1,2,8
Corey Brewer,22,3,7,0,2,1,2,0,2,2,1,1,0,1,2,8
Gordan Giriček,22,3,8,0,2,1,1,0,1,2,1,0,0,1,1,9
Michael Beasley,22,5,10,0,1,1,2,1,3,4,1,0,0,1,2,12
Corliss Williamson,22,4,8,0,0,2,3,1,2,3,1,0,0,1,2,11
Lee Mayberry,22,1,4,0,2,0,0,0,1,1,4,0,0,1,2,4
Gerald Wilkins,22,3,7,0,2,1,1,0,1,1,1,0,0,1,1,7
Ronnie Brewer,22,3,6,0,0,1,2,0,1,2,1,1,0,0,1,7
Ramon Sessions,22,3,8,0,0,3,3,0,2,2,4,0,0,1,1,10
Mike James,22,3,8,1,2,1,1,0,1,2,3,0,0,1,1,9
Brandon Clarke,22,5,8,0,1,1,1,1,4,5,1,0,0,0,1,12
Greivis Vásquez,22,3,8,1,2,1,1,0,2,2,4,0,0,1,1,8
Ky Bowman,22,2,7,0,2,0,0,0,2,2,2,0,0,1,2,7
Ronald Murray,22,3,8,0,2,1,2,0,1,2,2,0,0,1,1,9
Marco Belinelli,22,3,8,1,3,1,1,0,1,2,1,0,0,0,1,9
Willie Cauley-Stein,22,4,7,0,0,1,2,1,4,6,1,0,0,0,2,9
Daniel Gibson,22,2,6,1,3,1,1,0,1,1,1,0,0,0,1,7
Vincent Yarbrough,22,2,7,0,1,0,1,0,2,2,2,0,0,1,2,6
Luc Mbah a Moute,22,2,5,0,0,1,1,1,2,4,0,0,0,0,1,6
Langston Galloway,22,3,7,1,4,0,1,0,2,2,1,0,0,0,1,8
Kelenna Azubuike,22,3,8,0,2,1,2,1,2,3,1,0,0,0,1,10
Justin Holiday,22,2,7,1,4,0,1,0,2,2,1,0,0,0,1,8
Landry Fields,22,2,5,0,1,0,1,0,3,4,1,0,0,1,1,6
Jusuf Nurkić,22,4,9,0,0,2,3,2,5,8,1,0,1,2,3,11
Hubert Davis,22,2,6,0,2,0,0,0,1,1,1,0,0,0,1,7
Bruce Brown,22,2,5,0,1,0,1,0,2,3,2,0,0,1,2,6
Isaac Austin,22,3,7,0,0,1,2,1,3,5,1,0,0,1,2,8
Hot Rod Williams,22,1,3,0,0,1,1,1,3,5,0,0,1,0,2,4
Antonio Daniels,22,2,5,0,1,2,2,0,1,1,3,0,0,1,1,7
Larry Nance Jr.,22,3,6,0,0,1,1,2,4,6,1,1,0,0,2,7
Johnny Newman,22,3,7,0,1,2,3,0,1,1,1,0,0,1,2,9
Vinny Del Negro,22,3,6,0,0,0,1,0,1,2,2,0,0,0,1,7
Luc Longley,22,3,7,0,0,1,1,1,3,4,1,0,0,1,3,7
Anderson Varejão,22,2,5,0,0,1,2,2,4,6,1,0,0,0,2,6
Ersan İlyasova,22,3,8,1,2,1,1,1,3,5,1,0,0,0,2,10
Lindsey Hunter,22,2,7,1,3,0,1,0,1,2,2,1,0,1,1,7
Trey Burke,22,4,9,1,3,1,1,0,1,2,3,0,0,1,1,10
Jarvis Hayes,22,3,7,0,2,0,1,0,2,3,1,0,0,0,1,8
Eric Washington,21,2,6,0,2,0,1,0,1,2,1,0,0,1,2,6
Ervin Johnson,21,1,3,0,0,0,1,2,4,6,0,0,1,0,3,4
Cameron Johnson,21,3,7,1,4,0,1,0,2,3,1,0,0,0,1,8
Dorell Wright,21,2,6,1,3,1,1,0,3,3,1,0,0,0,1,8
Shandon Anderson,21,2,5,0,1,1,1,0,2,3,1,0,0,1,1,7
Maxi Kleber,21,2,5,1,3,0,1,1,3,4,0,0,0,0,2,7
Khalid Reeves,21,2,6,0,2,1,2,0,1,1,3,0,0,1,2,7
Chris Porter,21,3,8,0,0,1,2,1,1,3,1,0,0,1,2,8
Matt Geiger,21,3,8,0,0,1,2,2,3,5,0,0,0,1,2,9
Robert Horry,21,2,4,0,1,1,1,1,3,4,1,0,0,0,2,5
Jerome Williams,21,2,4,0,0,1,2,2,3,6,0,1,0,0,2,6
Bobby Jackson,21,3,8,0,2,1,1,0,2,3,2,0,0,1,1,9
Seth Curry,21,3,7,1,3,0,1,0,1,1,1,0,0,0,1,9
Frank Kaminsky,21,3,8,1,3,1,2,0,3,4,1,0,0,0,1,9
Robin Lopez,21,3,6,0,0,1,1,2,2,5,0,0,1,1,1,8
Sebastian Telfair,21,2,7,0,2,1,1,0,1,1,3,0,0,1,2,7
Eddie Griffin,21,2,7,0,2,0,1,1,4,5,0,0,1,0,1,7
Tyronn Lue,21,3,7,0,2,1,1,0,1,1,3,0,0,1,1,8
Kyle Singler,21,2,5,0,2,0,1,0,1,2,0,0,0,0,2,6
Blue Edwards,21,3,7,0,1,1,2,0,1,2,2,0,0,1,2,8
Kwame Brown,21,2,5,0,0,1,2,1,3,5,0,0,0,1,2,6
Channing Frye,21,3,7,1,3,0,1,0,3,4,0,0,0,0,2,8
Jamario Moon,21,2,5,0,1,0,0,0,3,4,0,0,0,0,1,6
Earl Watson,21,2,5,0,1,0,1,0,1,2,4,0,0,1,1,6
Vladimir Radmanović,21,2,6,1,3,0,1,0,2,3,1,0,0,1,2,7
Solomon Hill,21,1,4,0,2,1,1,0,2,3,1,0,0,0,1,5
Spencer Hawes,21,3,7,0,1,0,1,1,4,5,1,0,0,1,2,8
Jodie Meeks,21,2,7,1,3,1,1,0,1,1,1,0,0,0,1,8
Alonzo Gee,21,2,5,0,1,1,1,0,2,3,1,0,0,1,1,6
Andray Blatche,21,4,8,0,0,1,2,1,3,5,1,0,0,1,2,9
Rondae Hollis-Jefferson,21,3,7,0,0,2,3,1,4,5,1,0,0,1,2,9
Carlos Delfino,21,2,7,1,3,0,1,0,2,3,1,0,0,0,1,7
Bryn Forbes,21,3,7,1,4,0,0,0,1,1,1,0,0,0,1,8
Carl Landry,21,4,7,0,0,2,3,1,2,4,0,0,0,1,2,10
Brandon Bass,21,3,6,0,0,1,2,1,3,4,0,0,0,0,1,8
Gorgui Dieng,21,2,6,0,0,1,2,1,4,6,1,0,0,1,2,7
Luther Head,21,2,6,1,3,0,1,0,2,2,2,0,0,1,1,7
Troy Hudson,21,3,8,0,2,1,1,0,1,1,3,0,0,1,1,9
Junior Harrington,21,2,5,0,0,0,1,0,2,2,3,0,0,1,2,5
Andris Biedriņš,21,2,4,0,0,0,1,2,4,6,0,0,1,0,3,6
Nemanja Bjelica,21,2,6,1,3,0,0,1,3,4,1,0,0,0,2,7
Terry Porter,21,2,6,1,2,1,1,0,2,2,3,0,0,1,1,7
Keith Bogans,21,2,5,1,3,0,1,0,2,2,1,0,0,0,1,6
Kenrich Williams,21,1,5,0,2,0,0,1,3,4,1,0,0,0,2,4
DeShawn Stevenson,21,2,6,0,2,1,1,0,1,2,1,0,0,0,1,7
Tony Snell,21,2,5,1,3,0,0,0,1,2,1,0,0,0,1,6
Jordan Poole,21,2,8,1,4,1,2,0,1,2,2,0,0,1,1,8
Nate Robinson,21,3,9,1,3,1,2,0,1,2,2,0,0,1,2,10
Yi Jianlian,21,2,7,0,0,1,2,1,3,4,0,0,0,1,2,7
Keon Clark,21,3,6,0,0,1,2,1,3,5,0,0,1,1,2,7
Jared Dudley,21,2,5,0,2,1,1,0,2,3,1,0,0,0,1,7
J.J. Hickson,21,3,7,0,0,1,2,2,4,6,0,0,0,1,1,9
Armen Gilliam,21,3,6,0,0,2,3,1,3,5,0,0,0,1,2,8
Tony Allen,21,3,6,0,0,1,2,1,2,3,1,1,0,1,2,7
Tomáš Satoranský,21,2,5,0,1,1,1,0,2,2,3,0,0,1,1,7
Nerlens Noel,21,3,5,0,0,1,2,1,4,6,1,1,1,1,2,7
Oliver Lafayette,21,3,6,1,2,0,0,1,3,4,2,0,0,1,0,7
Kendrick Perkins,21,2,4,0,0,1,1,1,4,5,0,0,1,1,2,5
Grant Long,21,1,4,0,0,1,2,1,2,4,1,0,0,1,2,5
Jared Jeffries,21,1,4,0,0,0,1,1,2,4,1,0,0,1,2,4
Derek Strong,21,2,6,0,0,2,2,1,3,5,0,0,0,1,1,7
Mitchell Robinson,21,3,4,0,0,1,2,2,3,6,0,0,2,0,3,8
Monte Morris,21,3,7,0,2,0,1,0,1,1,3,0,0,0,1,9
Wesley Johnson,21,2,6,0,2,0,0,0,2,3,1,0,0,0,1,6
Travis Best,21,2,6,0,1,1,1,0,1,1,3,0,0,1,2,7
Rasho Nesterović,21,3,6,0,0,0,0,1,3,4,0,0,1,0,2,6
Nick Young,21,3,9,1,3,1,2,0,1,1,0,0,0,0,1,11
Alec Burks,21,3,8,0,2,2,3,0,2,3,1,0,0,1,1,10
Thabo Sefolosha,21,2,4,0,1,0,1,0,2,3,1,1,0,0,1,5
Kelly Olynyk,20,3,7,1,3,1,1,1,3,4,1,0,0,1,2,9
Shaun Livingston,20,2,5,0,0,1,1,0,1,2,2,0,0,1,1,6
Denzel Valentine,20,2,7,1,4,0,0,0,3,3,2,0,0,1,1,7
Charlie Villanueva,20,4,9,1,3,1,1,1,3,4,0,0,0,0,2,10
Troy Brown Jr.,20,3,7,0,2,1,1,0,3,4,2,0,0,0,1,7
Garrett Temple,20,2,5,0,2,0,1,0,1,2,1,0,0,0,1,6
Shawn Bradley,20,2,6,0,0,1,1,1,3,5,0,0,2,0,2,6
Montrezl Harrell,20,5,8,0,0,2,3,1,3,4,1,0,0,1,2,12
Tony Battie,20,2,5,0,0,0,1,1,3,5,0,0,0,0,2,5
Jumaine Jones,20,2,6,0,2,0,0,1,2,4,0,0,0,0,1,6
Isaiah Whitehead,20,2,6,0,1,1,1,0,1,2,2,0,0,1,2,7
Travis Outlaw,20,3,7,0,1,1,2,0,2,3,0,0,0,0,1,8
Anthony Morrow,20,3,7,1,3,1,1,0,1,2,0,0,0,0,1,9
Amir Johnson,20,2,5,0,0,0,1,1,3,5,1,0,0,1,2,6
Norris Cole,20,2,6,0,1,0,1,0,1,1,2,0,0,1,1,6
Vernon Maxwell,20,3,9,1,4,1,2,0,1,1,1,0,0,1,1,9
Isaiah Canaan,20,2,7,1,4,1,1,0,1,1,1,0,0,1,1,8
Juan Toscano-Anderson,20,2,4,0,1,0,0,0,3,4,2,1,0,1,2,5
Francisco García,20,2,6,1,2,1,1,0,2,2,1,0,0,0,2,7
Sam Mack,20,2,7,1,3,0,1,0,1,2,1,0,0,0,1,8
Aaron Brooks,20,3,8,1,3,1,1,0,1,1,2,0,0,1,1,9
Tony Wroten,20,3,9,0,2,2,3,0,1,2,2,0,0,2,1,10
Frank Ntilikina,20,2,6,0,2,0,0,0,1,2,3,0,0,1,2,5
Jason Collins,20,1,2,0,0,1,1,1,2,3,0,0,0,0,2,3
Enes Freedom,20,4,8,0,0,1,2,2,4,7,0,0,0,1,2,11
Jamaal Magloire,20,2,5,0,0,2,3,2,4,6,0,0,0,1,2,7
Howard Eisley,20,2,6,0,2,1,1,0,1,1,3,0,0,1,2,6
Tony Delk,20,3,8,0,2,1,1,0,1,2,1,0,0,1,1,8
Mahmoud Abdul-Rauf,20,4,9,0,1,1,1,0,1,1,2,0,0,1,1,10
Leandro Barbosa,20,3,8,1,2,1,1,0,1,1,2,0,0,1,1,10
Marcus Fizer,20,3,8,0,0,1,2,1,3,4,1,0,0,1,2,9
Mickaël Piétrus,20,2,6,1,3,1,1,0,2,3,0,0,0,0,2,8
Andrew Harrison,20,2,5,0,2,1,2,0,1,1,2,0,0,1,2,6
Doug West,20,2,5,0,0,0,1,0,1,1,1,0,0,0,2,5
Wayne Ellington,20,2,7,1,3,0,0,0,1,2,1,0,0,0,1,8
Mason Plumlee,20,3,5,0,0,1,3,1,4,6,2,0,0,1,2,7
Jamie Feick,20,1,4,0,0,0,1,2,4,7,0,0,0,0,2,4
Courtney Alexander,20,3,8,0,0,1,2,0,1,2,1,0,0,1,1,8
Alan Henderson,20,3,6,0,0,1,2,2,2,4,0,0,0,1,2,7
Cory Joseph,20,2,5,0,1,0,1,0,1,2,2,0,0,0,1,6
Rodney McGruder,20,2,5,0,2,0,0,0,2,3,1,0,0,0,1,5
JaMychal Green,20,3,6,0,2,1,1,1,4,5,0,0,0,1,2,7
T.J. McConnell,20,2,5,0,0,0,0,0,2,2,4,1,0,1,1,6
Glen Davis,20,3,6,0,0,1,2,1,2,4,0,0,0,1,2,7
Rasual Butler,20,2,6,1,3,0,0,0,1,2,0,0,0,0,1,7
Jeremy Lamb,20,3,8,1,2,1,1,0,3,3,1,0,0,0,1,10
Bimbo Coles,20,2,6,0,0,1,1,0,1,1,3,0,0,1,1,6
