,playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos
1204,Lawrence Funderburke,13,2,4,0,0,1,1,1,2,3,0,0,0,0,1,6,F
1205,Thon Maker,13,1,3,0,1,0,1,0,1,2,0,0,0,0,1,4,F-C
1206,Bobby Hurley,13,1,3,0,0,0,1,0,0,0,2,0,0,1,1,3,G
1207,Eric Montross,13,1,2,0,0,0,0,1,2,3,0,0,0,0,2,2,C
1208,Eric Maynor,13,1,4,0,1,0,0,0,1,1,2,0,0,1,1,4,G
1209,Luke Babbitt,13,1,4,1,2,0,0,0,1,2,0,0,0,0,1,4,F
1210,Brian Cardinal,13,1,3,0,1,1,1,0,1,2,0,0,0,0,1,4,F
1211,Gary Clark,13,1,3,0,2,0,0,0,1,2,0,0,0,0,1,3,F
1212,Elliot Williams,13,1,4,0,1,0,1,0,1,1,0,0,0,0,1,4,G
1213,Austin Daye,13,1,4,0,1,0,0,0,2,2,0,0,0,0,1,5,F
1214,Shawn Respert,13,1,4,0,1,0,1,0,0,1,0,0,0,0,1,4,G
1215,Jamie Watson,13,1,2,0,0,0,0,0,1,1,1,0,0,0,1,3,F
1216,Britton Johnsen,13,0,3,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1217,Jordan McRae,13,2,5,0,1,1,1,0,1,1,1,0,0,0,1,6,G
1218,Ekpe Udoh,13,1,2,0,0,0,1,1,1,2,0,0,1,0,1,3,C-F
1219,Tony Farmer,13,1,3,0,0,2,3,1,1,3,0,0,0,0,1,5,F
1220,Kyle O'Quinn,13,2,4,0,0,0,1,1,3,4,1,0,0,0,2,5,F-C
1221,Jordan Hamilton,13,2,5,0,2,0,0,0,2,2,0,0,0,0,0,5,G-F
1222,Julian Washburn,13,0,2,0,1,0,0,0,1,2,0,0,0,0,0,2,F
1223,Robert Sacre,13,1,3,0,0,0,1,1,2,3,0,0,0,0,1,4,C
1224,Vander Blue,13,1,3,0,1,0,1,0,1,1,1,0,0,1,0,3,G
1225,Kevin Edwards,13,1,4,0,0,0,1,0,1,1,1,0,0,0,0,4,G
1226,DeSagana Diop,13,0,1,0,0,0,0,1,2,3,0,0,1,0,2,2,C
1227,Wayne Turner,13,0,2,0,0,0,2,0,0,1,1,0,0,1,1,1,G
1228,Reggie Slater,13,2,4,0,0,1,2,1,1,3,0,0,0,0,2,5,F
1229,Danny Schayes,13,1,3,0,0,1,1,1,1,2,0,0,0,0,2,4,C-F
1230,Michael Ruffin,13,0,1,0,0,0,1,1,2,3,0,0,0,0,2,1,F
1231,Corey Benjamin,13,2,5,0,1,0,1,0,1,1,0,0,0,1,2,5,G
1232,Harry Giles,13,3,5,0,0,0,1,1,2,3,1,0,0,1,2,6,F-C
1233,Devin Robinson,13,2,4,0,0,1,1,1,2,3,0,0,0,0,1,6,F
1234,Johnathan Williams,13,2,3,0,0,0,1,1,2,4,0,0,0,0,2,5,F
1235,Ian Clark,13,2,4,0,2,0,0,0,1,1,1,0,0,0,1,5,G
1236,Will Solomon,13,1,5,0,2,0,0,0,0,1,1,0,0,1,1,5,G
1237,Hamidou Diallo,13,2,4,0,0,0,1,0,1,2,0,0,0,0,1,5,G
1238,Daniel Gafford,13,2,3,0,0,0,1,1,1,2,0,0,1,0,2,5,F
1239,Craig Ehlo,13,1,4,0,1,0,0,0,1,1,1,0,0,0,1,3,G-F
1240,Chris Quinn,13,1,3,0,1,0,0,0,0,1,1,0,0,0,1,4,G
1241,Yakhouba Diawara,13,1,3,0,2,0,0,0,0,1,0,0,0,0,1,3,G-F
1242,Quinn Cook,13,2,5,0,2,0,0,0,1,1,1,0,0,0,1,6,G
1243,Quincy Miller,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1244,Dairis Bertāns,13,1,3,0,2,0,0,0,0,0,0,0,0,0,0,2,G
1245,Pete Chilcutt,13,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3,F-C
1246,Willy Hernangómez,13,2,5,0,0,1,2,1,3,5,1,0,0,1,1,6,C
1247,Kadeem Allen,13,1,4,0,1,1,1,0,1,1,2,0,0,0,1,5,G
1248,Phil Pressey,13,1,3,0,1,0,0,0,1,1,2,0,0,1,1,3,G
1249,Chris Robinson,13,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4,G
1250,Jake Voskuhl,13,1,3,0,0,1,1,1,2,3,0,0,0,0,2,4,C
1251,Óscar Torres,13,1,4,0,1,1,1,0,1,1,0,0,0,0,0,5,F
1252,Jonathan Bender,13,1,4,0,1,1,1,0,1,2,0,0,0,0,1,5,F
1253,Wayman Tisdale,13,2,6,0,0,0,0,0,1,2,0,0,0,0,2,6,F-C
1254,Robbie Hummel,13,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3,F
1255,John Crotty,13,1,3,0,1,1,1,0,0,1,2,0,0,0,1,4,G
1256,Jason Collier,13,2,4,0,0,1,1,1,1,2,0,0,0,0,1,5,C
1257,Kenny Satterfield,13,1,5,0,0,0,0,0,0,1,2,0,0,1,1,4,G
1258,Cleanthony Early,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1259,Žan Tabak,13,1,3,0,0,0,0,1,2,3,0,0,0,0,2,4,C
1260,K.J. McDaniels,13,1,4,0,1,1,1,0,1,2,0,0,0,0,1,5,G-F
1261,Nigel Hayes,13,1,3,0,1,0,0,0,2,2,0,0,0,0,0,3,F
1262,Greg Stiemsma,13,1,2,0,0,0,0,0,2,3,0,0,1,0,2,3,C
1263,Nickeil Alexander-Walker,12,2,5,0,2,0,0,0,1,1,1,0,0,1,1,5,G
1264,Joffrey Lauvergne,12,2,4,0,0,0,1,1,2,3,0,0,0,0,1,5,C-F
1265,Damian Jones,12,1,2,0,0,0,1,1,1,2,0,0,0,0,2,4,F-C
1266,Lionel Simmons,12,1,3,0,0,1,1,0,1,2,1,0,0,0,1,3,F-G
1267,Mamadou N'Diaye,12,1,2,0,0,1,1,1,1,3,0,0,0,0,2,3,C
1268,Shawn Long,12,3,6,0,1,1,1,2,2,4,0,0,0,0,2,8,C-F
1269,David Benoit,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1270,DeMarcus Nelson,12,1,4,0,0,0,1,0,1,1,1,0,0,1,1,4,G
1271,Daniel Ewing,12,1,3,0,0,0,0,0,0,1,1,0,0,0,1,3,G
1272,Brian Scalabrine,12,1,2,0,1,0,0,0,1,1,0,0,0,0,1,3,F
1273,Bonzie Colson,12,1,4,0,2,1,1,1,2,3,0,0,0,0,0,4,F
1274,Lonnie Walker IV,12,2,4,0,1,0,0,0,1,1,0,0,0,0,1,5,G
1275,Okaro White,12,0,2,0,1,0,0,0,1,2,0,0,0,0,1,2,F
1276,Lou Amundson,12,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3,F-C
1277,Brian Cook,12,2,4,0,1,0,0,0,1,2,0,0,0,0,1,5,F
1278,Nic Claxton,12,1,3,0,0,0,1,1,1,2,1,0,0,0,0,4,F
1279,Brooks Thompson,12,1,4,1,2,0,0,0,0,1,2,0,0,1,1,5,G
1280,Brandon Davies,12,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,F
1281,Jeremy Pargo,12,1,4,0,1,0,1,0,0,1,1,0,0,1,1,4,G
1282,DeQuan Jones,12,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,F
1283,Semih Erden,12,1,2,0,0,0,1,0,1,2,0,0,0,0,2,3,C
1284,Bruno Caboclo,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,F-C
1285,Edwin Ubiles,12,1,4,0,1,0,0,0,2,2,0,0,0,0,0,3,G
1286,Ryan Bowen,12,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1287,Renaldo Balkman,12,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3,F
1288,Rex Walters,12,1,3,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1289,Doug Overton,12,1,3,0,0,0,0,0,0,1,1,0,0,0,1,3,G
1290,Doron Lamb,12,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,G
1291,Rick Brunson,12,1,2,0,0,0,0,0,1,1,2,0,0,1,1,3,G
1292,Leon Powe,12,1,3,0,0,2,3,1,2,3,0,0,0,0,2,5,F
1293,Ronnie Price,12,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3,G
1294,Don Reid,12,1,2,0,0,0,1,1,1,2,0,0,0,0,2,3,F
1295,Chris Chiozza,12,1,4,0,2,0,0,0,1,1,2,0,0,0,1,4,G
1296,Jackson Vroman,12,1,3,0,0,0,1,1,1,3,0,0,0,0,2,3,F-C
1297,Chris Hunter,12,1,3,0,0,0,1,0,1,2,0,0,0,0,2,4,F
1298,Chris Johnson,12,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,C
1299,Chris Johnson,12,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,F-G
1300,Donta Hall,12,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3,F
1301,Jonathan Gibson,12,2,5,1,2,1,1,0,1,1,1,0,0,1,1,6,G
1302,Duane Ferrell,12,1,3,0,0,0,1,0,0,1,0,0,0,0,1,4,F-G
1303,Casper Ware,12,2,4,0,2,0,0,0,1,1,1,0,0,0,1,5,G
1304,Jimmer Fredette,12,2,5,0,2,0,0,0,0,1,1,0,0,0,0,5,G
1305,Semi Ojeleye,12,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2,F
1306,Bruno Fernando,12,1,3,0,0,0,0,1,2,3,0,0,0,0,1,4,F
1307,Jake Layman,12,1,4,0,1,0,0,0,1,1,0,0,0,0,1,5,F
1308,James Singleton,12,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3,F
1309,Milton Doyle,12,1,4,0,2,0,0,0,1,1,1,0,0,0,1,3,G
1310,Sergei Monia,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,2,F
1311,Curtis Borchardt,12,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3,C
1312,Ed O'Bannon,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1313,Diante Garrett,12,1,3,0,1,0,0,0,1,1,1,0,0,1,0,3,G
1314,Jerome Robinson,12,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4,G
1315,Mike Tobey,12,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,C
1316,Randy Livingston,12,1,3,0,0,0,0,0,1,1,1,0,0,1,1,3,G
1317,Ed Gray,12,2,6,0,1,1,1,0,0,1,0,0,0,0,1,6,G
1318,Raul Neto,12,1,3,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1319,Mark Hendrickson,12,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,F
1320,Ben Uzoh,12,1,4,0,0,0,1,0,1,2,2,0,0,0,1,3,G
1321,Briante Weber,12,1,3,0,0,0,0,0,1,1,1,0,0,0,1,3,G
1322,Gary Forbes,12,2,4,0,1,1,1,0,1,1,0,0,0,0,1,5,F
1323,Furkan Aldemir,12,0,1,0,0,0,0,1,2,4,0,0,0,0,2,2,F-C
1324,Alan Williams,12,2,4,0,0,1,2,1,3,5,0,0,0,0,2,6,F-C
1325,Alexis Ajinça,12,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5,C-F
1326,Keith Closs,12,1,3,0,0,0,1,1,1,2,0,0,1,0,1,3,C
1327,Kedrick Brown,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,G
1328,Larry Stewart,12,1,3,0,0,0,1,1,1,2,0,0,0,0,1,4,F
1329,Alfonzo McKinnie,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1330,Victor Claver,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1331,Adrian Caldwell,12,0,2,0,0,0,1,1,2,3,0,0,0,0,1,2,F-C
1332,Isaiah Hicks,12,1,3,0,0,0,1,0,1,2,0,0,0,0,2,4,F
1333,Andre Ingram,12,1,3,0,2,0,0,0,1,1,1,0,0,0,0,4,G
1334,Alexander Johnson,12,1,2,0,0,1,1,0,1,2,0,0,0,0,2,4,F
1335,Festus Ezeli,12,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,C
1336,Jaylen Morris,12,1,4,0,1,0,0,0,1,2,1,0,0,0,0,3,G
1337,Tyler Ennis,12,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1338,Gerald Madkins,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,G
1339,Adreian Payne,12,1,4,0,0,0,0,0,2,2,0,0,0,0,1,4,F-C
1340,Justin Anderson,12,1,4,0,2,0,1,0,1,2,0,0,0,0,1,5,G
1341,Josh Huestis,12,0,2,0,1,0,0,0,1,2,0,0,0,0,1,2,F
1342,Larry Drew II,12,1,3,0,1,0,0,0,0,0,2,0,0,1,0,2,G
1343,Henry James,12,1,4,1,2,0,0,0,0,1,0,0,0,0,1,4,F
1344,Ante Žižić,12,2,3,0,0,1,1,1,2,3,0,0,0,0,1,5,F-C
1345,Gerald Fitch,12,1,4,0,1,0,1,0,1,1,1,0,0,0,1,4,G
1346,Lawrence Roberts,12,1,2,0,0,1,1,1,2,3,0,0,0,0,1,3,F
1347,Walker Russell,12,1,3,0,0,0,0,0,0,0,2,0,0,1,1,3,G
1348,Walker Russell,12,1,3,0,0,0,0,0,0,0,2,0,0,1,1,3,G
1349,Isaac Fontaine,12,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,G
1350,Julian Wright,12,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,F
1351,Ledell Eackles,12,1,4,0,1,1,1,0,1,1,0,0,0,0,1,5,G-F
1352,Harold Ellis,12,2,4,0,0,1,2,1,0,1,0,0,0,0,1,6,G
1353,Ken Norman,12,1,5,0,2,0,0,0,1,2,0,0,0,1,1,3,F
1354,Garrison Mathews,12,1,3,1,2,1,1,0,1,1,0,0,0,0,1,5,G
1355,Greg Foster,12,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,F-C
1356,Theron Smith,12,1,3,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1357,Vítor Luiz Faverani,12,1,3,0,1,0,1,1,2,3,0,0,0,1,2,4,C
1358,Zylan Cheatham,12,1,2,0,0,0,0,0,1,2,0,0,0,1,2,3,F
1359,Thomas Robinson,12,2,4,0,0,0,1,1,3,4,0,0,0,1,1,4,F
1360,Travis Wear,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1361,Gary Payton II,12,1,3,0,1,0,0,0,1,2,1,0,0,0,1,3,G
1362,Anthony Bennett,12,1,4,0,0,0,1,0,2,3,0,0,0,0,1,4,F
1363,Qyntel Woods,11,1,3,0,0,0,0,0,1,2,0,0,0,0,1,4,F
1364,Tremaine Fowlkes,11,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,F
1365,Salah Mejri,11,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,C
1366,Jonah Bolden,11,1,3,0,1,0,0,0,2,3,0,0,0,0,1,3,F
1367,Jeryl Sasser,11,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,G
1368,Mark Jones,11,0,3,0,0,0,1,0,0,1,0,0,0,0,1,2,G
1369,Mark Jones,11,0,3,0,0,0,1,0,0,1,0,0,0,0,1,2,G
1370,Mark Strickland,11,1,3,0,0,0,1,0,1,2,0,0,0,0,1,4,F
1371,Mark Madsen,11,0,1,0,0,0,0,1,1,2,0,0,0,0,1,2,F
1372,Scott Padgett,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1373,Georgios Papagiannis,11,1,3,0,0,0,0,0,2,3,0,0,0,0,1,4,C
1374,D.J. Wilson,11,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3,F
1375,Sean Lampley,11,1,3,0,0,1,2,0,1,2,0,0,0,0,1,4,F
1376,Ike Diogu,11,2,4,0,0,1,2,1,1,3,0,0,0,0,1,5,F
1377,Charles Jenkins,11,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,G
1378,Quincy Lewis,11,1,3,0,0,0,0,0,0,1,0,0,0,0,2,3,F
1379,Ben Handlogten,11,1,3,0,0,0,1,1,1,3,0,0,0,0,2,4,C
1380,Ryan Hollins,11,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,C
1381,Justin Dentmon,11,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,G
1382,Michael Bradley,11,1,2,0,0,0,0,1,2,3,0,0,0,0,1,2,F-C
1383,Donald Royal,11,0,2,0,0,1,1,0,1,2,0,0,0,0,1,3,F
1384,Walter Herrmann,11,1,4,0,1,0,0,0,1,2,0,0,0,0,0,5,F
1385,Greg Smith,11,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,F
1386,Greg Smith,11,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,C
1387,Jackie Butler,11,1,3,0,0,1,1,1,1,2,0,0,0,1,2,4,F-C
1388,Von Wafer,11,1,4,0,1,0,1,0,0,1,0,0,0,0,0,5,G
1389,Deyonta Davis,11,1,3,0,0,0,0,0,2,3,0,0,0,0,1,4,C-F
1390,Chris Morris,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,F
1391,Juaquin Hawkins,11,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,G-F
1392,Chris Jefferies,11,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3,G-F
1393,Joe Crawford,11,1,5,0,2,1,1,0,1,2,0,0,0,0,1,4,F
1394,Roko Ukić,11,1,4,0,0,0,0,0,0,0,1,0,0,0,0,4,G
1395,Jamal Robinson,11,0,3,0,0,0,0,0,1,1,0,1,0,0,1,1,F
1396,Chris Copeland,11,2,4,0,2,0,0,0,1,1,0,0,0,0,1,5,F
1397,Rawle Alkins,11,1,3,0,1,0,1,1,1,2,1,0,0,0,0,3,G
1398,Will Blalock,11,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,G
1399,Andre Barrett,11,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3,G
1400,Jaylen Adams,11,1,3,0,2,0,0,0,1,1,1,0,0,0,1,3,G
1401,Travis Knight,11,1,3,0,0,0,0,1,1,2,0,0,0,0,2,3,C
1402,Rashad Vaughn,11,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,G
1403,Ruben Nembhard,11,1,3,0,0,0,1,0,0,0,1,0,0,0,1,4,G
1404,Cheick Diallo,11,2,3,0,0,0,1,0,3,4,0,0,0,0,1,5,F
1405,Devin Ebanks,11,1,3,0,0,0,1,0,1,1,0,0,0,0,0,3,F
1406,Royal Ivey,11,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,G
1407,Gary Grant,11,1,3,0,1,0,0,0,1,1,2,0,0,0,1,3,G
1408,Jawad Williams,11,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,F
1409,Jalen Jones,11,1,4,0,1,0,1,0,1,2,0,0,0,0,1,4,G
1410,Nassir Little,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1411,Aaron Gray,11,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3,C
1412,Pape Sow,11,1,2,0,0,0,1,1,1,2,0,0,0,0,2,2,F
1413,Stanislav Medvedenko,11,2,4,0,0,0,1,1,1,2,0,0,0,0,1,5,F
1414,Stephen Graham,11,1,3,0,0,0,0,0,1,1,0,0,0,0,1,4,G
1415,PJ Dozier,11,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1416,Thurl Bailey,11,1,3,0,0,0,0,0,1,2,0,0,0,0,1,4,F-C
1417,Larry Owens,11,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,F
1418,Travis Hansen,11,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,G
1419,Steve Novak,11,1,3,1,2,0,0,0,1,1,0,0,0,0,0,4,F
1420,James Webb III,11,0,2,0,1,0,0,0,1,2,0,0,0,0,1,1,F
1421,Abdel Nader,11,1,3,0,1,0,0,0,1,1,0,0,0,0,1,4,F
1422,Daniel Santiago,11,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,C
1423,Zabian Dowdell,11,2,5,0,0,0,0,0,0,0,2,0,0,1,1,5,G
1424,Bracey Wright,11,1,4,0,1,1,1,0,1,1,0,0,0,0,0,4,G
1425,Luke Harangody,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1426,Felton Spencer,11,1,2,0,0,0,1,1,2,3,0,0,0,0,2,2,C
1427,Josh Harrellson,11,1,3,0,1,0,0,1,1,2,0,0,0,0,1,3,C
1428,Orien Greene,11,0,2,0,0,0,0,0,1,1,1,0,0,1,1,2,G
1429,Eric Riley,11,1,2,0,0,0,0,1,2,3,0,0,0,0,2,2,C
1430,Lucas Nogueira,11,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,C
1431,Zendon Hamilton,11,1,2,0,0,1,2,1,2,3,0,0,0,0,1,4,C-F
1432,Tierre Brown,11,1,3,0,0,0,0,0,0,1,1,0,0,1,0,3,G
1433,Brian Oliver,11,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,G
1434,John Celestand,11,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2,G
1435,Talen Horton-Tucker,11,2,5,0,2,0,0,0,1,1,0,1,0,0,1,6,G-F
1436,David Andersen,11,1,4,0,0,0,0,0,2,2,0,0,0,0,1,4,C
1437,Jerome Allen,11,1,2,0,1,0,0,0,0,1,2,0,0,0,1,3,G
1438,Lionel Chalmers,11,1,3,0,1,0,0,0,0,0,1,0,0,0,0,3,G
1439,Edmond Sumner,11,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3,G
1440,Willie Reed,11,2,3,0,0,0,1,1,2,3,0,0,0,0,1,4,F-C
1441,Darvin Ham,11,1,1,0,0,0,1,1,1,2,0,0,0,0,1,2,F
1442,Jermaine Taylor,11,2,4,0,1,0,1,0,0,1,0,0,0,1,0,5,G
1443,Darryl Watkins,11,0,2,0,0,0,1,0,1,2,0,0,0,1,1,2,C
1444,John Jenkins,11,1,3,0,1,0,0,0,1,1,0,0,0,0,0,4,G
1445,Arnett Moultrie,11,1,2,0,0,0,0,1,1,3,0,0,0,0,1,3,F
1446,John Long,11,1,3,0,1,0,0,0,1,1,0,0,0,0,0,4,G-F
1447,David Noel,11,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,F
1448,Thomas Hamilton,11,1,3,0,0,0,1,1,2,4,0,0,0,1,1,3,C
1449,Art Long,11,1,3,0,0,0,0,1,1,3,0,0,0,0,2,3,F-C
1450,Acie Law,11,1,3,0,0,0,1,0,0,0,1,0,0,0,1,3,G
1451,Lonny Baxter,11,1,3,0,0,0,1,1,1,2,0,0,0,0,2,3,F
1452,Calvin Booth,11,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,C
1453,John Lucas III,11,1,4,0,1,0,0,0,0,0,1,0,0,0,0,4,G
1454,Sergey Karasev,11,1,2,0,1,0,0,0,1,1,0,0,0,0,0,3,G-F
1455,Tim Legler,11,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3,G
1456,Jeff Grayer,11,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,F-G
1457,Michael Stewart,10,0,1,0,0,0,0,1,1,3,0,0,0,0,1,2,C
1458,Rick Mahorn,10,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,C-F
1459,Nikoloz Tskitishvili,10,1,3,0,1,0,0,0,1,1,0,0,0,0,1,2,F
1460,David Wingate,10,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,G-F
1461,Darius Morris,10,1,3,0,1,0,0,0,0,0,1,0,0,0,0,3,G
1462,Joe Kleine,10,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,C
1463,Alec Peters,10,1,3,0,2,0,0,0,1,1,0,0,0,0,0,4,F
1464,DeAndre Liggins,10,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,G
1465,Justin Wright-Foreman,10,1,5,0,2,0,1,0,1,1,1,0,0,0,1,4,G
1466,Obinna Ekezie,10,1,2,0,0,1,1,1,1,2,0,0,0,0,1,3,F-C
1467,Corey Beck,10,1,2,0,0,0,0,0,0,1,1,0,0,0,1,2,G
1468,Jarvis Varnado,10,1,1,0,0,0,1,0,1,1,0,0,0,0,1,2,F
1469,Rick Hughes,10,1,3,0,0,0,1,1,1,2,0,0,0,0,1,3,F
1470,DaQuan Jeffries,10,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,G-F
1471,Corsley Edwards,10,1,3,0,0,0,1,1,1,2,0,0,0,0,1,2,F
1472,Damjan Rudež,10,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,F
1473,Mitchell Butler,10,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,G-F
1474,Joey Dorsey,10,1,1,0,0,0,1,1,2,3,0,0,0,0,1,2,F
1475,Mitch McGary,10,1,3,0,0,0,0,1,2,3,0,0,0,0,1,4,F-C
1476,Pierre Jackson,10,1,4,0,1,0,0,0,1,1,2,0,0,0,0,4,G
1477,Joel Freeland,10,1,2,0,0,0,0,1,2,3,0,0,0,0,1,2,F-C
1478,Pervis Ellison,10,0,1,0,0,0,0,1,1,2,0,0,0,0,2,2,F-C
1479,Perry Jones,10,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,F
1480,Admiral Schofield,10,1,2,0,1,0,0,0,1,1,0,0,0,0,1,3,G-F
1481,Paul McPherson,10,1,3,0,0,0,1,0,0,1,0,0,0,0,1,4,G
1482,Willie Burton,10,1,3,0,1,1,2,0,0,1,0,0,0,0,1,4,F-G
1483,Hilton Armstrong,10,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,F-C
1484,Jarrod Uthoff,10,1,3,0,1,0,0,0,1,1,0,0,0,0,0,3,F
1485,Rafael Araújo,10,1,2,0,0,0,0,0,1,2,0,0,0,0,2,2,C
1486,Nando De Colo,10,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,G
1487,John Thomas,10,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1488,Nate Huffman,10,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3,C
1489,Willie Anderson,10,1,2,0,0,0,0,0,1,1,1,0,0,0,1,3,G-F
1490,Hiram Fuller,10,0,2,0,0,0,1,1,1,2,0,0,0,1,1,2,F
1491,Acie Earl,10,1,3,0,0,1,1,0,1,2,0,0,0,0,1,4,F-C
1492,Johnny O'Bryant,10,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,F-C
1493,Othyus Jeffers,10,1,2,0,0,1,1,0,1,2,0,0,0,0,1,3,G
1494,Ray Spalding,10,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3,F
1495,Mike Smith,10,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,F
1496,Joe Alexander,10,1,3,0,0,0,1,0,1,1,0,0,0,0,1,4,F
1497,Quincy Douby,10,1,3,0,1,0,0,0,0,1,0,0,0,0,0,4,G
1498,Eric Mobley,10,1,2,0,0,0,1,1,1,2,0,0,0,1,1,2,C
1499,Andre Owens,10,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3,G
1500,Jimmy King,10,1,3,0,0,1,2,1,0,1,1,1,0,0,1,3,G
1501,Ivano Newbill,10,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,F
1502,Bobby Brown,10,1,4,0,1,0,0,0,0,0,1,0,0,0,0,4,G
1503,Ryan Broekhoff,10,1,3,0,2,0,0,0,1,1,0,0,0,0,0,4,F
1504,Charles Jones,10,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,F-C
1505,Charles Jones,10,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,F
1506,Charles Jones,10,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,G
1507,Marko Guduric,10,1,3,0,1,0,0,0,1,1,1,0,0,0,0,3,G
