playerName,seasonStartYear,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,inflationAdjSalary
Brandan Wright,2015,17.1,2.9,4.3,0.0,0.0,1.1,2.0,1.2,2.4,3.6,0.5,0.4,1.2,0.8,1.8,6.9,6220.915
Spencer Hawes,2015,17.1,2.1,5.1,0.6,1.7,1.0,1.1,0.9,3.3,4.2,1.8,0.4,0.5,1.0,1.9,5.8,6311.685
Voshon Lenard,2005,17.1,2.9,7.3,1.0,3.0,0.6,1.2,0.2,1.6,1.8,1.6,0.8,0.2,1.2,1.5,7.3,4917.068
Jason Caffey,2002,17.1,2.2,4.9,0.0,0.0,1.4,2.1,1.3,2.1,3.5,0.7,0.4,0.3,1.1,2.4,5.8,7928.871
Dwayne Bacon,2019,17.1,2.2,6.3,0.5,1.7,0.9,1.4,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7,1716.796
Paul Millsap,2006,17.1,2.5,4.8,0.0,0.0,1.6,2.3,2.2,2.8,5.0,0.7,0.8,0.8,1.1,2.8,6.7,836.914
Jon Barry,2002,17.1,2.3,5.1,1.1,2.6,1.0,1.2,0.4,1.8,2.2,2.4,0.8,0.2,0.9,1.3,6.6,4795.079
Tyler Hansbrough,2009,17.1,2.8,7.8,0.0,0.1,2.9,3.9,2.1,2.7,4.8,1.0,0.6,0.3,0.7,2.4,8.5,2341.876
Zach Collins,2018,17.1,2.5,5.2,0.5,1.5,1.2,1.6,1.3,2.8,4.1,0.9,0.3,0.9,1.0,2.5,6.7,3912.722
Dewayne Dedmon,2019,17.1,2.3,5.8,0.5,2.4,0.7,0.8,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8,14142.933
Alex Len,2019,17.1,3.2,5.8,0.3,1.1,1.2,1.9,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,4412.595
James Robinson,1997,17.1,2.8,7.2,1.1,3.2,1.1,1.5,0.5,1.1,1.6,1.9,0.5,0.1,1.4,1.4,7.7,2542.383
Eddie Johnson,1996,17.1,3.1,7.0,0.9,2.6,1.1,1.4,0.6,1.9,2.6,0.9,0.3,0.0,0.8,1.4,8.2,2080.633
Paul Pierce,2015,17.1,2.0,5.6,1.0,3.4,0.8,1.0,0.2,2.5,2.6,1.0,0.5,0.2,0.8,1.8,5.8,3843.669
Martell Webster,2005,17.1,2.3,5.7,1.1,3.0,1.0,1.2,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.5,6.6,3612.537
Kedrick Brown,2003,17.1,2.1,4.6,0.7,1.8,0.3,0.5,0.7,1.9,2.7,1.2,0.5,0.1,0.5,1.5,5.3,2599.584
Luke Babbitt,2013,17.1,2.2,5.7,1.3,3.5,0.5,0.7,0.7,2.6,3.3,1.1,0.3,0.4,0.6,1.9,6.3,451.455
J.R. Reid,1999,17.1,1.6,3.7,0.0,0.2,1.3,1.6,0.9,2.6,3.4,0.5,0.6,0.1,0.6,2.4,4.4,3269.506
Noah Vonleh,2016,17.0,1.8,3.7,0.1,0.3,0.8,1.3,1.8,3.5,5.3,0.5,0.4,0.4,0.9,2.1,4.4,3101.567
Jordan Farmar,2016,17.0,2.0,6.0,2.0,4.5,0.0,0.0,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0,93.537
Sean Williams,2007,17.0,2.2,4.2,0.0,0.0,1.1,1.8,1.6,2.8,4.4,0.4,0.4,1.5,1.0,2.6,5.6,1847.28
Monty Williams,1997,17.0,2.2,4.9,0.0,0.0,1.6,2.4,0.9,1.5,2.4,1.2,0.4,0.3,1.1,1.8,6.0,2093.228
Hakim Warrick,2012,17.0,2.4,5.9,0.0,0.1,2.1,3.1,0.8,2.4,3.2,0.9,0.5,0.2,1.0,1.3,6.9,4735.896
Tony Delk,1998,17.0,2.6,7.0,0.4,1.8,1.3,2.0,0.3,1.2,1.5,2.6,0.4,0.2,1.2,1.3,6.8,1885.203
Vince Carter,2018,17.0,2.6,6.2,1.6,4.2,0.6,0.9,0.4,2.1,2.6,1.1,0.6,0.4,0.6,1.9,7.4,2581.102
Meyers Leonard,2012,17.0,2.2,4.0,0.0,0.1,1.0,1.3,1.2,2.5,3.7,0.5,0.2,0.6,0.7,2.4,5.5,2517.744
Derek Strong,2000,17.0,1.6,4.2,0.0,0.0,1.0,1.3,1.2,2.6,3.9,0.2,0.5,0.0,0.8,1.1,4.2,5531.629
Ime Udoka,2007,17.0,2.2,5.0,0.9,2.3,0.6,0.7,0.5,2.6,3.1,0.9,0.8,0.2,0.8,1.7,5.7,1304.023
Juan Dixon,2004,17.0,3.1,7.5,0.8,2.5,1.5,1.7,0.5,1.5,2.0,1.7,0.7,0.1,1.1,1.6,8.5,1930.946
Omari Spellman,2018,17.0,2.1,5.3,1.0,2.8,0.7,1.0,1.6,2.7,4.2,1.0,0.6,0.5,0.7,1.5,5.9,1749.41
Justin Hamilton,2014,17.0,2.1,4.3,0.2,0.8,1.0,1.1,1.4,1.9,3.3,0.9,0.7,0.7,0.6,1.7,5.3,930.737
Luke Walton,2008,17.0,1.9,4.4,0.3,0.8,0.6,0.9,0.8,1.9,2.7,2.6,0.5,0.2,1.0,1.7,4.7,5488.18
Cedric Henderson,2000,17.0,1.9,4.8,0.0,0.1,0.5,0.8,0.3,1.3,1.6,1.4,0.5,0.4,1.1,1.8,4.3,4255.099
Lindsey Hunter,2001,17.0,2.0,5.4,0.9,2.4,0.2,0.4,0.2,1.1,1.3,1.4,0.7,0.2,0.6,1.4,5.1,5229.018
Pete Chilcutt,1997,17.0,1.9,4.4,0.7,1.6,0.5,0.7,0.9,2.8,3.7,1.3,0.6,0.5,0.8,1.9,4.9,1186.445
Jake Layman,2018,17.0,2.8,5.6,0.8,2.4,0.7,1.0,0.7,2.1,2.9,0.7,0.4,0.4,0.6,1.5,7.1,1665.775
Charles Jenkins,2011,17.0,2.5,5.7,0.1,0.4,0.7,0.8,0.2,1.2,1.3,3.3,0.6,0.1,1.2,1.7,5.8,570.065
Matt Bullard,1997,17.0,2.5,5.7,1.4,3.3,0.3,0.4,0.4,1.8,2.1,0.9,0.4,0.3,0.5,1.5,6.7,553.731
Anthony Carter,2003,17.0,2.2,7.4,0.0,0.6,0.0,0.0,0.4,1.8,2.2,2.4,0.8,0.0,2.4,1.8,4.4,1111.008
Trevor Ariza,2005,17.0,1.6,4.0,0.0,0.1,1.4,2.2,1.4,2.5,3.8,1.1,1.0,0.2,1.1,1.8,4.6,952.753
Manny Harris,2011,17.0,2.3,5.8,0.5,1.4,1.6,2.3,0.4,2.3,2.7,1.2,0.5,0.2,1.0,1.1,6.7,147.982
Eric Murdock,1997,17.0,2.2,5.2,0.3,1.1,1.7,2.1,0.5,1.5,2.0,2.7,1.3,0.1,1.2,2.1,6.4,461.442
Chris Mihm,2003,16.9,2.4,5.0,0.0,0.0,1.4,2.2,2.0,3.3,5.4,0.3,0.5,0.8,1.2,2.8,6.3,4155.298
Nick Collison,2004,16.9,2.4,4.5,0.0,0.0,1.1,1.6,1.9,2.7,4.6,0.4,0.4,0.6,0.7,3.1,6.0,2821.055
Shaun Livingston,2016,16.9,2.3,4.2,0.0,0.0,0.5,0.7,0.4,1.6,2.0,1.8,0.5,0.2,0.8,1.6,5.1,6518.469
Brad Miller,1999,16.9,2.4,5.3,0.0,0.0,2.8,3.6,2.1,3.1,5.2,0.8,0.4,0.6,1.0,2.1,7.7,629.38
Erick Strickland,2002,16.9,2.2,5.2,0.8,2.2,1.0,1.3,0.3,1.7,2.0,2.9,0.5,0.1,1.3,1.5,6.3,1151.476
Greg Minor,1998,16.9,1.9,4.6,0.2,0.6,0.8,1.1,0.7,2.0,2.7,1.1,0.5,0.1,0.9,1.6,4.9,4200.453
Troy Hudson,2003,16.9,2.8,7.1,1.1,2.7,0.9,1.1,0.1,1.1,1.2,2.4,0.2,0.0,1.2,1.1,7.5,3105.942
Zaza Pachulia,2016,16.9,2.3,4.3,0.0,0.0,1.3,1.7,1.9,3.6,5.5,1.7,0.8,0.4,1.2,2.3,5.9,3266.872
Tyler Dorsey,2017,16.9,2.6,6.8,1.3,3.6,0.8,1.1,0.3,2.0,2.3,1.4,0.3,0.1,0.7,1.1,7.2,904.653
Antoine Wright,2006,16.9,1.7,3.8,0.3,0.9,0.7,1.1,0.6,2.1,2.6,0.7,0.5,0.2,0.6,1.8,4.4,2103.561
Clifford Rozier,1996,16.9,1.9,4.1,0.0,0.0,0.7,1.5,2.4,3.1,5.6,0.7,0.6,1.0,0.7,2.3,4.5,1803.215
Marcus Thornton,2016,16.9,2.5,6.4,0.8,2.4,0.7,0.8,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,1482.884
Isaiah Taylor,2017,16.9,2.4,5.8,0.3,1.2,1.5,2.1,0.3,1.1,1.4,3.1,0.5,0.1,1.3,1.7,6.6,1455.904
Gerald Wilkins,1997,16.9,2.0,6.0,0.4,1.5,1.0,1.4,0.2,1.0,1.2,1.1,0.5,0.1,1.1,1.1,5.3,553.731
Dwight Powell,2016,16.9,2.5,4.9,0.3,1.0,1.4,1.8,1.2,2.8,4.0,0.6,0.8,0.5,0.4,1.8,6.7,9441.012
Chucky Brown,1999,16.9,2.3,5.2,0.0,0.2,0.6,0.8,0.6,2.1,2.7,1.0,0.3,0.3,0.7,1.8,5.3,833.724
James Jones,2004,16.9,1.6,4.1,0.9,2.2,0.6,0.8,0.5,1.8,2.3,0.8,0.4,0.4,0.5,1.6,4.8,888.054
Michael Curry,2003,16.9,1.1,2.8,0.0,0.2,0.7,0.8,0.3,0.9,1.2,0.8,0.3,0.1,0.7,2.2,2.9,4141.256
Sam Mack,1996,16.9,2.0,5.0,0.9,2.7,0.7,0.8,0.4,1.7,2.0,1.1,0.6,0.1,0.8,1.3,5.6,429.13
Mike Muscala,2016,16.9,2.3,4.7,0.6,1.5,0.7,0.9,1.1,2.3,3.4,1.3,0.4,0.6,0.7,1.4,5.9,1144.978
Corey Brewer,2017,16.9,2.0,4.4,0.5,1.6,0.9,1.2,0.6,1.5,2.1,0.9,1.1,0.2,0.7,2.0,5.3,8990.48
Jonathan Bender,2002,16.9,2.4,5.5,0.4,1.3,1.3,1.8,0.9,1.9,2.9,0.9,0.2,1.2,0.9,1.8,6.5,4873.227
Jae Crowder,2012,16.9,1.8,4.7,0.8,2.5,0.6,0.9,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0,710.965
Damyean Dotson,2019,16.9,2.5,6.0,1.2,3.4,0.5,0.7,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,1716.796
Jim McIlvaine,1996,16.9,1.5,3.3,0.0,0.1,0.6,1.3,1.5,2.3,3.8,0.3,0.5,1.9,0.7,2.9,3.7,5201.582
Rodney Carney,2006,16.9,2.7,5.9,0.4,1.1,0.8,1.3,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.8,6.6,1927.93
Jason Collins,2001,16.9,1.4,3.3,0.0,0.0,1.5,2.1,1.7,2.0,3.6,0.9,0.4,0.6,0.9,2.4,4.2,1629.26
Chris Wilcox,2010,16.9,3.3,5.6,0.0,0.0,0.9,1.6,1.7,3.1,4.8,0.8,0.5,0.3,0.8,2.5,7.4,3739.536
Laron Profit,2000,16.8,1.6,4.1,0.2,0.7,0.9,1.3,0.5,1.3,1.8,2.5,1.0,0.3,1.3,1.2,4.3,800.589
Shaun Livingston,2010,16.8,2.5,5.4,0.0,0.1,1.5,1.7,0.4,1.6,2.0,2.2,0.6,0.4,1.2,1.5,6.6,4362.792
Mason Plumlee,2013,16.8,2.6,4.0,0.0,0.0,1.6,2.7,1.3,2.8,4.1,0.8,0.6,0.8,1.1,2.4,6.8,1511.046
Terry Porter,2001,16.8,1.8,4.3,0.8,1.9,0.9,1.1,0.2,2.0,2.1,2.6,0.6,0.2,1.1,1.2,5.3,3663.316
DerMarr Johnson,2004,16.8,2.6,5.2,0.8,2.1,1.1,1.4,0.6,1.5,2.1,1.0,0.6,0.3,0.9,2.0,7.1,1067.084
Trey Burke,2019,16.8,3.2,6.9,1.0,2.4,0.7,1.0,0.5,1.3,1.8,2.4,0.6,0.1,0.7,1.2,8.1,243.138
Trey Lyles,2015,16.8,2.4,5.4,0.6,1.6,0.7,1.0,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,2550.074
Shawne Williams,2014,16.8,1.9,4.8,1.0,2.8,0.6,0.6,0.6,2.1,2.6,0.7,0.4,0.3,0.5,2.1,5.4,1306.008
Kenny Anderson,2004,16.8,2.0,4.7,0.1,0.3,0.6,0.9,0.6,1.5,2.0,2.4,0.8,0.0,1.1,2.0,4.7,1575.464
Trevor Ariza,2004,16.8,2.2,4.9,0.0,0.2,1.5,2.2,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.8,551.809
Gorgui Dieng,2019,16.8,2.6,5.7,0.8,2.4,1.2,1.6,1.4,4.2,5.6,1.1,0.8,1.0,0.9,2.0,7.3,17214.65
Jakob Poeltl,2018,16.8,2.5,3.9,0.0,0.0,0.6,1.2,2.4,3.1,5.5,1.2,0.4,0.9,0.6,1.8,5.6,3177.817
Eric Murdock,1999,16.8,2.0,5.1,0.4,1.0,1.3,2.0,0.4,1.6,1.9,2.7,1.2,0.1,1.4,1.7,5.6,3146.9
Leandro Barbosa,2009,16.8,3.3,7.8,0.9,2.8,1.4,1.6,0.2,1.3,1.5,1.4,0.5,0.2,1.0,1.7,8.9,8313.638
Sterling Brown,2018,16.8,2.3,5.1,0.9,2.4,0.5,0.8,0.5,2.6,3.1,1.5,0.4,0.2,0.8,1.5,6.0,1486.028
Kevin Ollie,2006,16.8,1.5,3.5,0.0,0.0,0.7,0.8,0.2,1.2,1.4,2.5,0.4,0.0,0.9,1.4,3.8,4279.714
Leon Powe,2008,16.8,2.5,4.8,0.0,0.0,2.6,3.8,2.0,2.9,4.9,0.6,0.3,0.5,1.1,2.7,7.6,990.332
Daniel Gibson,2006,16.8,1.8,4.3,1.0,2.4,0.8,1.0,0.5,1.1,1.6,1.1,0.4,0.2,0.7,1.6,5.5,552.655
Jared Jeffries,2011,16.8,1.4,3.4,0.1,0.4,1.1,1.6,1.7,2.0,3.7,0.6,0.7,0.6,0.7,2.1,3.9,1479.623
Earl Watson,2012,16.8,0.8,2.5,0.1,0.6,0.4,0.5,0.5,1.3,1.8,4.0,0.8,0.2,1.4,2.0,2.0,2367.948
Scot Pollard,1999,16.8,2.0,3.7,0.0,0.0,1.4,2.0,2.1,3.0,5.2,0.5,0.7,0.7,0.7,2.9,5.3,3373.607
Sean May,2005,16.8,3.0,7.4,0.0,0.2,2.1,2.8,1.8,2.9,4.7,1.0,0.7,0.5,1.4,2.5,8.2,2261.963
Hubert Davis,1996,16.8,2.1,5.1,0.4,1.9,0.5,0.6,0.3,0.8,1.1,0.9,0.3,0.1,0.6,1.1,5.0,2245.349
Elliot Williams,2013,16.8,2.1,5.0,0.6,1.9,1.3,1.8,0.4,1.5,1.9,1.1,0.5,0.0,1.0,1.9,6.0,927.991
Rick Fox,1999,16.8,2.3,5.4,0.7,2.1,0.8,0.9,0.7,1.5,2.2,1.6,0.6,0.2,1.0,2.6,6.0,4958.206
Darvin Ham,2001,16.8,1.7,3.0,0.0,0.1,0.9,1.8,1.3,1.6,2.9,1.0,0.4,0.5,1.2,2.5,4.3,2686.432
Rashad McCants,2005,16.8,3.1,6.8,0.8,2.3,1.0,1.3,0.4,1.4,1.8,0.8,0.6,0.3,1.1,2.2,7.9,2148.982
Francisco Elson,2006,16.8,1.9,3.6,0.0,0.0,0.8,1.1,1.1,3.3,4.4,0.6,0.4,0.7,1.2,2.5,4.6,4017.19
Chris Wilcox,2011,16.8,2.3,3.8,0.0,0.0,0.9,1.4,1.4,3.0,4.4,0.4,0.4,0.3,1.1,2.3,5.4,3611.025
Jeff McInnis,2005,16.8,2.2,5.1,0.1,0.6,0.7,1.0,0.4,1.4,1.8,1.9,0.4,0.1,1.0,1.3,5.3,4749.441
Robert Horry,2006,16.8,1.3,3.6,0.7,2.2,0.6,0.9,1.0,2.4,3.5,1.2,0.7,0.8,0.7,1.6,4.0,4438.995
Josh McRoberts,2014,16.8,1.6,3.1,0.5,1.1,0.5,0.8,0.4,2.2,2.6,1.9,0.7,0.2,1.3,2.4,4.2,6047.365
Manny Harris,2010,16.8,2.0,5.4,0.6,1.7,1.3,1.7,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,590.353
Greg Buckner,2006,16.8,1.5,3.7,0.4,1.3,0.3,0.4,0.5,1.5,2.0,0.9,0.6,0.1,0.5,1.9,3.7,6939.126
Anthony Tolliver,2011,16.8,1.4,3.6,0.5,2.0,0.8,1.1,1.0,2.0,3.0,0.4,0.4,0.4,0.7,1.7,4.1,2467.534
Derek Fisher,2013,16.8,1.6,4.3,1.0,2.7,0.7,0.9,0.2,1.4,1.6,1.3,0.8,0.0,0.6,1.8,5.0,1628.41
Isaiah Rider,2001,16.8,3.7,8.1,0.6,1.5,1.3,1.7,1.0,2.3,3.3,1.2,0.3,0.2,1.4,1.1,9.3,172.171
Kyle O'Quinn,2013,16.7,2.7,5.4,0.0,0.0,0.8,1.2,1.4,3.8,5.3,1.1,0.6,1.3,1.1,2.4,6.2,917.9
Danny Schayes,1997,16.7,2.1,5.0,0.0,0.0,1.3,1.6,1.3,2.0,3.3,0.6,0.5,0.4,0.8,2.5,5.5,1169.496
Trajan Langdon,2000,16.7,2.1,4.8,0.8,1.9,1.0,1.2,0.2,1.2,1.4,1.2,0.6,0.1,0.8,1.8,6.0,2364.133
Montrezl Harrell,2016,16.7,3.6,5.5,0.0,0.1,1.3,2.0,1.3,2.3,3.6,1.0,0.3,0.7,0.7,2.1,8.4,1178.012
Jason Caffey,1996,16.7,2.4,4.5,0.0,0.0,1.6,2.4,1.7,2.0,3.7,1.1,0.3,0.1,1.2,1.9,6.4,1213.702
Josh Jackson,2019,16.7,3.2,7.2,1.0,3.3,1.6,2.3,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0,7488.131
Malik Monk,2018,16.7,3.1,8.0,1.5,4.5,1.2,1.4,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,8.9,3717.092
DeJuan Blair,2009,16.7,3.2,5.7,0.0,0.0,1.0,1.8,2.4,3.8,6.1,0.8,0.6,0.5,1.2,2.6,7.3,1070.695
Brian Shaw,1999,16.7,1.8,4.5,0.4,1.1,0.6,0.7,0.5,2.2,2.8,2.8,0.5,0.2,1.0,1.6,4.4,2631.952
Earl Watson,2002,16.7,2.2,4.9,0.4,1.2,0.8,1.1,0.6,1.5,2.1,2.8,1.1,0.2,1.1,1.7,5.5,1834.967
Ed Davis,2016,16.7,1.6,3.1,0.0,0.0,1.1,1.8,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3.0,4.3,7515.234
Wayne Selden,2016,16.7,1.7,4.2,0.4,2.0,0.8,1.3,0.2,1.0,1.2,1.0,0.4,0.1,0.7,1.3,4.7,129.735
Calbert Cheaney,2004,16.7,2.1,4.8,0.0,0.1,0.4,0.7,0.6,1.7,2.3,1.2,0.3,0.3,0.6,1.7,4.5,2291.584
Kelvin Cato,2002,16.7,1.8,3.5,0.0,0.1,0.9,1.7,1.8,4.1,5.9,0.3,0.5,1.2,0.8,2.4,4.5,10112.709
Mark Blount,2000,16.7,1.6,3.1,0.0,0.0,0.7,1.0,1.5,2.1,3.6,0.5,0.6,1.2,1.0,2.9,3.9,499.531
Charles Smith,1996,16.7,1.8,4.4,0.0,0.1,1.1,1.4,0.9,2.5,3.4,0.7,0.7,1.2,1.2,2.3,4.6,6167.343
Channing Frye,2007,16.7,2.8,5.8,0.0,0.1,1.1,1.4,1.4,3.2,4.5,0.7,0.4,0.3,0.7,2.7,6.8,3243.42
Walt Williams,2002,16.7,2.0,5.2,1.0,2.6,0.5,0.7,0.8,2.3,3.1,0.9,0.6,0.5,0.6,2.1,5.5,1555.569
Andrew DeClercq,2002,16.7,1.9,3.6,0.0,0.0,0.8,1.3,1.8,2.5,4.3,0.6,0.5,0.5,1.1,3.4,4.7,4927.227
Shabazz Napier,2018,16.7,3.0,7.6,1.3,3.9,2.1,2.5,0.3,1.5,1.8,2.6,0.7,0.3,1.1,1.2,9.4,2094.33
Luther Head,2009,16.7,2.9,6.6,0.8,2.2,1.0,1.2,0.1,1.6,1.7,1.5,0.4,0.2,1.1,1.1,7.6,1114.633
Stacey Augmon,1998,16.7,1.4,3.3,0.0,0.0,1.1,1.5,0.9,1.7,2.6,1.0,1.1,0.3,0.5,1.6,4.0,5333.909
Anthony Johnson,1998,16.7,1.7,4.4,0.1,0.4,1.1,1.6,0.3,1.1,1.4,2.0,0.6,0.1,1.2,1.3,4.6,1666.846
Josh McRoberts,2016,16.7,2.0,5.4,0.6,1.4,0.3,0.4,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9,6518.469
Gerald Green,2012,16.7,2.6,6.9,1.0,3.2,0.8,1.0,0.5,1.7,2.2,0.8,0.3,0.3,0.9,1.1,6.9,4143.909
Jeff McInnis,2002,16.7,2.4,5.5,0.1,0.5,0.6,0.9,0.3,1.0,1.3,2.3,0.3,0.0,1.0,1.6,5.5,4530.783
Solomon Hill,2019,16.7,1.7,4.3,1.0,2.7,0.6,0.8,0.5,2.2,2.6,1.6,0.7,0.2,0.8,1.4,5.1,14097.387
Jason Smith,2012,16.7,3.3,6.7,0.0,0.1,1.7,2.0,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2,2959.935
Luke Walton,2012,16.7,1.4,3.6,0.4,1.3,0.2,0.4,0.8,2.1,2.9,3.3,0.8,0.3,1.2,2.0,3.4,7212.015
Doug McDermott,2018,16.7,2.6,5.4,1.0,2.7,0.8,1.0,0.2,1.2,1.4,0.9,0.2,0.1,0.5,1.3,7.1,7906.843
Robert Traylor,2000,16.7,2.3,4.6,0.0,0.0,1.1,2.0,1.8,2.5,4.3,0.9,0.7,1.1,1.4,2.9,5.7,3471.972
Bimbo Coles,2000,16.6,1.9,5.1,0.0,0.3,1.0,1.2,0.2,0.8,1.0,2.9,0.6,0.1,1.3,1.9,4.9,3545.916
Antoine Carr,1996,16.6,2.9,5.9,0.0,0.0,1.1,1.5,0.7,1.6,2.3,0.8,0.3,0.7,0.9,2.7,6.9,3987.88
Quinton Ross,2008,16.6,1.5,3.8,0.5,1.3,0.5,0.6,0.4,1.4,1.9,0.7,0.5,0.2,0.5,1.7,3.9,1061.574
Jamal Crawford,2000,16.6,1.8,5.0,0.7,1.9,0.4,0.6,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.1,4.6,2777.35
Jordan Hamilton,2013,16.6,2.4,6.3,1.2,3.3,0.7,0.8,0.5,2.7,3.2,0.9,0.7,0.3,0.8,1.1,6.7,1436.205
Toney Douglas,2011,16.6,2.4,7.5,0.7,3.0,0.6,0.7,0.4,1.4,1.8,2.0,0.7,0.0,1.4,1.4,6.1,1378.978
Cody Zeller,2013,16.6,2.0,4.8,0.0,0.0,1.7,2.4,1.4,2.8,4.2,1.1,0.5,0.5,1.0,2.0,5.8,4487.898
Mookie Blaylock,2001,16.6,1.4,4.2,0.4,1.2,0.1,0.2,0.2,1.3,1.5,3.2,0.7,0.1,1.1,0.6,3.4,8242.462
Josh Gray,2017,16.6,2.2,8.2,0.6,2.6,1.4,2.2,0.4,1.6,2.0,2.4,1.6,0.4,1.4,1.6,6.4,102.219
Mahmoud Abdul-Rauf,1997,16.6,3.3,8.8,0.2,1.0,0.5,0.5,0.2,1.0,1.2,1.9,0.5,0.0,0.6,1.0,7.3,5593.242
Thon Maker,2017,16.6,1.8,4.3,0.5,1.6,0.9,1.2,1.0,2.1,3.1,0.6,0.5,0.8,0.6,2.2,4.9,3423.758
Bobby Simmons,2009,16.6,1.8,5.1,0.9,2.7,0.8,0.9,0.5,2.3,2.7,0.7,0.7,0.1,0.8,2.3,5.3,13301.821
Brian Skinner,2001,16.6,1.4,2.5,0.0,0.0,0.7,1.2,1.4,2.9,4.3,0.3,0.4,0.9,0.6,2.0,3.4,2264.328
Vince Carter,2015,16.6,2.3,5.9,1.0,2.8,1.2,1.4,0.6,2.0,2.5,1.0,0.6,0.3,0.6,1.7,6.9,4654.323
Drew Gooden,2014,16.6,2.2,5.5,0.6,1.4,0.7,0.9,1.4,3.2,4.6,0.9,0.4,0.3,0.7,1.8,5.7,9265.966
Stacey Augmon,2001,16.6,1.8,4.3,0.0,0.0,1.1,1.4,0.8,2.2,2.9,1.3,0.8,0.2,0.8,1.6,4.7,3663.316
Doug Overton,2003,16.6,1.6,4.0,0.0,0.4,0.4,0.5,0.3,1.1,1.4,2.3,0.4,0.0,1.0,1.5,3.7,1029.166
Lance Thomas,2018,16.6,1.7,4.3,0.5,1.7,0.6,0.8,0.5,2.1,2.5,0.6,0.4,0.2,0.5,1.8,4.5,7676.447
Al Harrington,1999,16.6,2.4,5.3,0.2,0.7,1.6,2.2,0.9,2.2,3.2,0.8,0.5,0.2,1.3,2.6,6.6,1219.199
Ian Mahinmi,2016,16.6,1.9,3.3,0.0,0.0,1.3,2.4,1.4,3.1,4.5,0.7,0.9,0.8,1.0,3.0,5.2,18036.561
Vitaly Potapenko,2001,16.6,1.7,3.8,0.0,0.0,1.1,1.5,2.1,2.3,4.4,0.4,0.5,0.2,0.8,2.2,4.6,7269.394
Jason Kapono,2009,16.6,2.2,5.3,1.1,3.0,0.2,0.3,0.2,0.9,1.2,0.7,0.4,0.1,0.6,1.4,5.7,7826.106
Horace Grant,2002,16.6,2.6,5.0,0.0,0.0,0.0,0.0,0.4,1.2,1.6,1.4,0.6,0.0,0.2,1.0,5.2,4019.617
Rasual Butler,2007,16.6,1.8,5.1,0.9,2.6,0.5,0.6,0.3,1.6,2.0,0.7,0.3,0.4,0.2,1.3,4.9,4322.839
Marco Belinelli,2009,16.6,2.3,5.7,0.9,2.4,1.5,1.8,0.2,1.2,1.4,1.3,0.6,0.1,0.9,1.2,7.1,1949.472
Aaron Williams,1996,16.6,2.6,4.5,0.0,0.0,1.0,1.5,1.9,2.5,4.3,0.5,0.5,0.9,1.0,2.2,6.2,293.022
Ivica Zubac,2018,16.6,3.5,6.3,0.0,0.0,1.6,2.0,2.0,4.1,6.1,1.0,0.3,0.8,1.2,2.3,8.7,1665.775
Reggie Evans,2006,16.6,1.8,3.3,0.0,0.0,1.4,2.8,2.4,4.6,7.0,0.7,0.6,0.2,1.4,2.2,4.9,5356.254
Reggie Evans,2003,16.6,0.9,2.2,0.0,0.0,1.1,2.0,2.1,3.4,5.4,0.4,0.7,0.1,0.9,2.3,2.9,1035.314
Luke Kornet,2018,16.6,2.3,6.2,1.5,4.2,0.8,1.0,0.6,2.3,2.9,1.2,0.6,0.9,0.5,0.9,7.0,1745.895
James Singleton,2009,16.6,1.7,4.5,0.1,0.6,0.9,1.1,1.9,2.9,4.8,0.5,0.5,0.8,0.9,2.0,4.5,1297.669
James Posey,2010,16.6,1.7,4.9,1.4,4.3,0.2,0.3,0.2,2.8,3.0,0.7,0.5,0.1,0.5,2.1,4.9,8911.065
Jordan Farmar,2008,16.6,2.3,5.9,0.7,2.2,0.7,1.1,0.3,1.4,1.7,2.2,0.8,0.2,1.2,1.4,6.0,1341.003
Darrell Arthur,2014,16.6,2.7,6.6,0.4,1.9,0.8,1.0,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,3940.931
Mike Scott,2019,16.6,2.1,4.9,1.1,3.0,0.5,0.6,0.9,2.6,3.6,0.8,0.3,0.1,0.4,1.4,5.8,5056.452
