playerName,seasonStartYear,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,inflationAdjSalary
Karl-Anthony Towns,2017,35.0,7.7,14.2,1.4,3.4,4.2,4.9,2.9,9.5,12.4,2.4,0.8,1.4,2.0,3.4,20.9,6895.513
Jrue Holiday,2010,35.0,5.4,12.1,1.1,2.8,2.1,2.6,0.8,3.2,4.0,6.4,1.5,0.4,2.6,2.4,14.0,2029.221
Kawhi Leonard,2018,35.0,9.6,19.3,2.0,5.3,6.6,7.6,1.6,6.2,7.8,3.5,1.7,0.5,2.3,1.7,27.7,24921.719
Josh Smith,2007,34.9,6.3,13.9,0.3,1.3,4.2,5.8,1.9,6.2,8.1,3.3,1.5,2.8,3.1,3.4,17.1,2925.633
Hakeem Olajuwon,1998,34.9,7.3,14.4,0.1,0.2,3.7,5.2,2.1,7.3,9.4,1.7,1.6,2.3,2.7,3.3,18.5,21573.995
Rudy Gay,2014,34.9,7.5,16.4,1.2,3.2,5.0,5.8,1.4,4.4,5.9,3.7,1.0,0.6,2.7,2.3,21.1,22020.534
Jerry Stackhouse,2001,34.9,6.7,17.3,1.2,4.1,6.4,7.4,1.0,3.2,4.2,5.2,1.0,0.5,3.4,2.2,21.0,8919.794
Horace Grant,1999,34.9,3.4,7.7,0.0,0.0,1.0,1.4,2.2,5.5,7.7,2.4,0.8,0.8,0.8,2.5,7.9,9730.674
Trevor Ariza,2015,34.9,4.3,10.6,2.2,6.1,1.5,1.9,0.9,3.6,4.5,2.2,2.0,0.3,1.5,2.2,12.3,9335.928
Allan Houston,1997,34.9,7.0,15.8,1.0,2.6,3.6,4.3,0.5,2.9,3.4,2.6,0.7,0.3,2.5,2.5,18.7,10169.532
Detlef Schrempf,1997,34.9,5.7,11.6,0.7,1.8,3.7,4.4,1.7,5.4,7.2,4.3,0.8,0.2,2.2,2.6,15.8,5649.739
Shaquille O'Neal,1998,34.9,10.3,18.2,0.0,0.0,5.7,10.8,4.1,6.8,10.8,2.3,0.8,1.8,2.5,3.2,26.4,25002.699
Trae Young,2019,34.9,9.1,20.8,3.4,9.5,8.0,9.3,0.5,3.7,4.2,9.3,1.1,0.1,4.8,1.7,29.6,6653.896
Chris Bosh,2014,34.9,7.8,16.9,1.4,3.8,4.1,5.3,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1,23533.315
Mike Miller,2007,34.9,5.9,11.8,2.2,5.1,2.3,3.0,0.7,5.9,6.7,3.4,0.5,0.2,2.6,2.1,16.4,10922.757
Dirk Nowitzki,2010,34.9,8.5,16.8,0.9,2.3,6.1,6.7,0.7,6.6,7.3,2.6,0.5,0.6,2.1,2.3,24.1,21538.005
John Salmons,2009,34.9,5.5,12.5,1.4,3.8,3.2,3.8,0.5,2.9,3.4,2.9,1.2,0.3,1.5,2.1,15.5,6872.607
Vlade Divac,1998,34.9,5.2,11.1,0.2,0.9,3.8,5.3,2.7,7.3,10.0,4.3,0.9,1.0,2.7,3.3,14.5,13834.826
Bradley Beal,2016,34.9,8.4,17.6,2.8,7.3,3.7,4.5,0.8,2.4,3.2,3.4,1.2,0.3,2.0,2.3,23.4,24931.882
Jermaine O'Neal,2005,34.9,7.4,15.6,0.1,0.2,5.2,7.4,1.9,7.2,9.1,2.5,0.5,2.3,3.1,3.6,20.2,22964.947
Joe Johnson,2014,34.9,5.6,13.0,1.5,4.4,1.9,2.3,0.7,4.3,5.0,3.7,0.8,0.2,1.7,1.6,14.6,26424.639
Stephen Jackson,2004,34.9,6.2,15.6,1.9,5.5,3.7,4.5,0.8,3.9,4.7,2.3,1.4,0.3,2.5,3.0,18.2,7304.425
Clyde Drexler,1997,34.9,6.3,15.0,1.5,4.8,4.1,5.1,1.5,3.5,5.0,5.4,1.8,0.6,2.7,2.8,18.2,9322.071
Josh Smith,2008,34.9,6.1,12.6,0.4,1.3,3.3,5.4,2.0,5.3,7.2,2.4,1.3,1.6,2.3,2.8,15.8,12416.699
Josh Smith,2013,34.9,6.7,16.0,0.9,3.4,2.1,3.9,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,16289.845
Brandon Roy,2006,34.9,6.1,13.4,1.0,2.6,3.5,4.2,1.0,3.4,4.4,4.0,1.2,0.2,2.0,2.4,16.8,3591.207
Doug Christie,1998,34.9,5.0,13.0,1.0,3.2,4.1,4.9,1.2,3.0,4.1,3.7,2.3,0.5,2.4,2.2,15.2,3922.09
Paul Pierce,1999,34.9,6.7,15.1,1.3,3.8,4.9,6.2,1.1,4.3,5.4,3.0,2.1,0.8,2.4,3.2,19.5,2458.603
Ben Wallace,2005,34.9,2.7,5.4,0.0,0.0,1.4,3.6,3.6,7.5,11.1,1.9,1.7,2.0,1.0,2.0,6.8,10476.709
LeBron James,2018,34.8,10.1,19.9,2.0,5.9,5.1,7.6,1.0,7.4,8.5,8.3,1.3,0.6,3.6,1.7,27.4,38442.511
Jameer Nelson,2012,34.8,5.5,13.9,2.2,6.3,1.6,1.8,0.4,3.3,3.7,7.4,1.3,0.1,2.8,2.9,14.7,10182.176
Giannis Antetokounmpo,2015,34.8,6.4,12.7,0.4,1.4,3.7,5.1,1.4,6.2,7.6,4.3,1.2,1.4,2.6,3.2,16.9,2224.637
Andrew Bogut,2010,34.8,5.6,11.4,0.0,0.1,1.5,3.3,3.1,8.0,11.1,2.0,0.7,2.6,1.9,3.3,12.8,13711.632
Reggie Miller,1997,34.8,6.3,13.5,2.1,4.9,4.8,5.5,0.5,2.2,2.7,2.1,1.0,0.1,1.6,1.8,19.6,15308.281
Steve Nash,2004,34.8,6.3,12.5,1.3,3.0,3.0,3.3,0.7,2.8,3.6,11.5,1.0,0.1,3.5,1.9,16.9,12532.103
Kyrie Irving,2016,34.8,9.4,19.9,2.5,6.2,4.1,4.6,0.7,2.4,3.1,5.7,1.2,0.4,2.5,2.2,25.4,19883.125
Olden Polynice,1996,34.8,5.4,11.8,0.0,0.1,1.7,3.1,3.3,6.1,9.4,2.2,0.6,1.0,2.0,3.6,12.5,5444.323
DeMar DeRozan,2014,34.8,6.9,16.7,0.4,1.5,5.9,7.0,0.7,4.0,4.7,3.6,1.2,0.2,2.3,2.1,20.1,10829.401
Carmelo Anthony,2008,34.8,8.3,18.6,1.1,2.9,6.0,7.5,1.6,5.0,6.6,3.5,1.3,0.4,2.9,3.1,23.6,17893.184
Jason Terry,2006,34.8,6.4,13.3,2.0,4.6,2.0,2.5,0.5,2.3,2.8,5.1,1.0,0.2,1.9,2.1,16.7,10846.414
Detlef Schrempf,1998,34.8,5.2,11.0,0.7,1.7,4.0,4.9,1.5,5.9,7.4,3.7,0.8,0.5,2.1,3.0,15.0,5555.599
Ben Simmons,2019,34.8,6.6,11.4,0.0,0.1,3.2,5.2,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4,8606.606
Paul Pierce,2011,34.8,6.3,14.8,1.6,4.4,5.0,5.8,0.6,4.8,5.4,4.1,1.2,0.5,2.8,2.7,19.2,18456.355
Keith Van Horn,2000,34.8,6.3,14.4,1.3,3.5,3.1,3.8,1.6,5.5,7.1,1.7,0.8,0.4,2.1,3.1,17.0,14183.665
Bryon Russell,1998,34.8,4.4,9.6,1.0,3.0,2.7,3.4,1.3,4.1,5.5,1.4,1.6,0.3,1.4,3.1,12.4,5713.95
Derrick Rose,2011,34.8,7.8,18.0,1.4,4.5,4.9,6.0,0.7,2.8,3.5,7.9,0.9,0.7,3.1,1.3,21.9,8418.153
Brandon Jennings,2011,34.8,7.1,17.0,2.0,5.9,2.9,3.6,0.7,2.7,3.4,5.5,1.6,0.3,2.2,1.7,19.1,3001.629
Paul George,2015,34.7,7.5,17.9,2.6,6.9,5.9,6.7,1.0,6.0,7.0,4.1,1.9,0.4,3.3,2.9,23.5,19241.12
Sam Cassell,2001,34.7,7.5,16.2,1.0,2.8,3.8,4.4,0.7,3.5,4.2,6.7,1.2,0.2,2.4,2.8,19.7,6639.761
Carlos Boozer,2007,34.7,8.4,15.9,0.0,0.0,3.5,4.8,2.6,8.1,10.7,2.9,1.1,0.5,2.6,3.7,20.4,14683.939
Carlos Boozer,2006,34.7,8.9,16.0,0.0,0.0,3.6,5.2,3.2,8.6,11.8,3.0,1.0,0.3,2.7,3.0,21.4,15078.502
Josh Smith,2012,34.7,7.2,15.5,0.8,2.7,2.3,4.4,1.7,6.6,8.3,4.2,1.3,1.7,3.0,2.4,17.4,15628.457
Kevin Durant,2017,34.7,9.5,18.6,2.5,6.2,5.6,6.2,0.5,6.6,7.0,5.2,0.7,1.6,2.9,2.0,27.0,27729.174
Lindsey Hunter,1997,34.7,4.5,11.6,1.2,3.7,2.0,2.8,0.9,2.6,3.5,3.2,1.7,0.1,1.5,2.5,12.1,2966.113
Chris Paul,2013,34.7,6.6,14.2,1.5,3.8,4.5,5.3,0.7,3.6,4.3,10.6,2.5,0.1,2.5,2.8,19.2,21721.846
Kevin Martin,2006,34.7,6.3,13.3,1.6,4.2,6.0,7.1,0.9,3.4,4.3,2.2,1.2,0.1,1.7,2.3,20.2,1342.866
Brook Lopez,2010,34.7,7.9,16.0,0.0,0.0,4.7,6.0,2.4,3.5,6.0,1.6,0.6,1.5,2.1,2.9,20.4,3008.232
Paul Pierce,2009,34.7,5.9,12.7,1.6,3.8,5.1,6.1,0.6,4.1,4.8,3.2,1.1,0.5,2.4,2.9,18.4,24935.513
Luol Deng,2013,34.7,5.9,13.7,0.9,3.0,3.4,4.3,1.6,4.2,5.7,2.9,1.0,0.1,1.8,1.8,16.0,16653.021
Rajon Rondo,2015,34.7,4.9,10.9,0.9,2.4,1.2,2.1,1.1,5.0,6.0,11.7,2.0,0.1,3.9,2.4,11.9,10816.014
Klay Thompson,2017,34.7,7.8,16.2,3.1,7.2,1.2,1.4,0.4,3.4,3.9,2.4,0.8,0.4,1.7,1.8,19.9,19772.177
Kyrie Irving,2013,34.7,7.5,17.4,1.7,4.8,4.1,4.8,0.7,2.9,3.6,6.1,1.5,0.3,2.7,2.3,20.8,6883.483
Ben Wallace,2006,34.7,2.6,5.5,0.0,0.1,1.6,3.7,3.8,6.7,10.5,2.3,1.4,2.0,1.3,2.0,6.7,21425.017
Jaylen Brown,2019,34.7,7.6,15.9,2.3,6.2,3.1,4.1,1.2,5.5,6.6,2.1,1.2,0.4,2.2,2.9,20.7,6931.623
Tim Duncan,2005,34.7,7.5,15.0,0.0,0.1,4.6,7.1,2.8,8.1,10.9,3.2,0.9,2.0,2.5,2.9,19.6,22134.012
Anthony Davis,2013,34.7,7.8,15.0,0.0,0.1,5.2,6.6,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,6255.021
Vince Carter,1998,34.7,6.9,15.3,0.4,1.3,4.1,5.4,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,2933.65
Eddy Curry,2006,34.7,7.2,12.5,0.0,0.0,5.0,8.1,2.4,4.6,7.0,0.8,0.4,0.5,3.6,3.3,19.5,10941.626
Vlade Divac,1996,34.7,5.2,10.6,0.1,0.6,2.2,3.3,3.0,5.9,8.9,3.7,1.3,2.2,2.4,3.4,12.8,8180.355
Jamal Crawford,2003,34.7,6.4,16.5,2.1,6.5,2.5,3.0,0.6,3.0,3.5,5.1,1.4,0.4,2.4,2.0,17.3,3812.82
Evan Turner,2012,34.7,5.4,12.8,0.7,1.9,1.9,2.5,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3,6266.869
Shai Gilgeous-Alexander,2019,34.7,6.7,14.4,1.3,3.7,4.0,4.9,0.6,5.2,5.8,3.4,1.1,0.6,1.9,1.7,18.8,4192.941
Russell Westbrook,2010,34.6,7.6,17.5,0.5,1.5,6.6,7.8,1.6,3.2,4.7,7.9,1.8,0.4,4.0,2.7,22.2,5008.136
John Wall,2017,34.6,7.1,16.9,1.4,4.0,4.6,6.1,0.5,3.4,3.9,9.8,1.5,1.1,3.9,2.0,20.3,20035.826
Chris Paul,2014,34.6,7.1,14.5,1.8,4.4,3.6,4.0,0.6,3.9,4.6,10.0,1.9,0.2,2.3,2.6,19.5,22876.897
David West,2010,34.6,7.5,14.9,0.0,0.1,3.8,4.7,2.2,5.3,7.6,2.3,1.0,0.9,2.0,2.9,18.9,10330.468
Dwyane Wade,2011,34.6,8.5,17.5,0.3,1.2,4.9,6.4,1.5,3.5,5.0,4.5,1.7,1.3,2.7,2.4,22.3,18886.869
Mike Bibby,1998,34.6,5.2,12.1,0.3,1.5,2.5,3.4,0.6,2.1,2.7,6.5,1.6,0.1,2.9,2.4,13.2,4000.431
Al Horford,2009,34.6,5.8,10.6,0.0,0.0,2.6,3.3,2.9,6.9,9.8,2.3,0.7,1.2,1.5,2.8,14.2,5426.085
CJ McCollum,2016,34.6,8.6,18.1,2.3,5.5,3.4,3.7,0.8,2.9,3.7,3.4,0.9,0.5,2.2,2.5,22.9,3629.383
Rony Seikaly,1996,34.6,6.1,12.1,0.0,0.0,4.7,6.6,3.6,5.7,9.3,1.2,0.6,1.4,2.9,3.7,16.8,6505.446
Jamal Mashburn,1997,34.6,5.0,11.7,0.8,2.5,3.5,4.4,1.4,3.4,4.9,2.7,0.9,0.3,2.2,3.0,14.2,7514.155
Shawn Kemp,1998,34.6,6.6,13.7,0.0,0.0,7.3,9.3,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,16235.086
Cuttino Mobley,2007,34.6,4.9,11.3,0.9,2.5,2.1,2.6,0.6,2.9,3.6,2.6,1.0,0.4,1.6,2.0,12.8,10888.6
Danny Granger,2010,34.6,6.9,16.1,2.0,5.1,4.9,5.7,1.1,4.3,5.4,2.6,1.1,0.8,2.5,2.7,20.6,13678.228
Delonte West,2008,34.6,4.6,10.0,1.3,3.4,1.6,1.9,0.5,2.8,3.2,3.6,1.4,0.3,1.6,2.0,12.1,4780.429
Steve Nash,2001,34.6,6.4,13.4,2.0,4.3,3.3,3.6,0.6,2.5,3.2,7.8,0.6,0.0,2.9,2.0,18.0,8776.696
Shareef Abdur-Rahim,1996,34.6,6.9,15.2,0.1,0.3,4.8,6.5,2.7,4.2,6.9,2.2,1.0,1.0,2.8,2.5,18.7,3790.219
Rasheed Wallace,2003,34.6,6.0,13.8,1.1,3.5,2.2,3.0,1.6,5.4,7.0,2.1,0.8,1.8,1.8,2.9,15.2,25143.342
Tyson Chandler,2007,34.6,4.6,7.4,0.0,0.0,2.0,3.4,4.0,7.5,11.5,0.9,0.5,1.1,1.6,3.1,11.3,13366.245
Alonzo Mourning,1999,34.6,8.2,15.1,0.0,0.1,5.4,7.6,2.8,6.8,9.6,1.5,0.5,3.7,2.7,3.9,21.7,24529.146
Devin Booker,2018,34.6,9.2,19.6,2.1,6.5,6.1,7.1,0.6,3.5,4.1,6.8,0.9,0.2,4.1,3.1,26.6,3573.567
David Wesley,2004,34.6,4.1,10.3,1.5,3.9,2.0,2.3,0.5,2.4,2.9,3.3,1.2,0.1,1.4,2.7,11.6,6380.63
George Hill,2012,34.6,5.0,11.5,1.7,4.8,2.5,3.1,0.6,3.2,3.7,4.6,1.1,0.3,1.7,1.9,14.2,9471.792
Zach Randolph,2008,34.6,8.3,17.5,0.6,1.9,3.6,4.9,3.1,6.9,10.1,2.1,0.9,0.3,2.3,2.7,20.8,18211.159
Charles Oakley,2000,34.6,3.9,9.9,0.2,0.6,1.6,1.9,1.8,7.3,9.1,3.2,1.0,0.6,1.8,3.2,9.5,9077.546
Clifford Robinson,1998,34.6,6.0,12.6,1.1,2.8,3.2,4.6,1.4,3.2,4.6,2.6,1.5,1.1,1.8,3.1,16.3,5833.963
Kerry Kittles,2003,34.6,5.3,11.8,1.2,3.5,1.4,1.8,0.7,3.3,4.0,2.5,1.6,0.5,1.1,1.8,13.2,13705.585
Klay Thompson,2018,34.6,8.3,17.8,3.1,7.6,1.7,2.0,0.5,3.4,3.9,2.3,1.1,0.6,1.5,2.2,21.4,20473.753
Andrew Wiggins,2015,34.6,7.3,16.0,0.7,2.3,5.3,7.0,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,20.7,6556.417
Trevor Ariza,2010,34.6,4.2,10.5,1.1,3.6,1.9,2.7,0.8,4.7,5.5,2.2,1.6,0.4,1.5,2.4,11.3,7880.848
Kenyon Martin,2003,34.6,6.8,13.8,0.1,0.4,3.3,4.7,2.1,7.6,9.7,2.3,1.4,1.3,2.6,3.7,17.1,7585.434
Kenyon Martin,2002,34.6,6.8,14.5,0.1,0.6,3.5,5.2,2.2,6.3,8.5,2.5,1.3,1.0,2.6,4.0,17.1,6142.474
Andre Iguodala,2012,34.6,5.0,11.1,1.2,3.7,2.0,3.4,1.1,4.4,5.5,5.4,1.8,0.6,2.6,1.6,13.3,17426.026
Al Jefferson,2013,34.5,9.6,18.8,0.0,0.2,2.6,3.7,2.1,8.7,10.8,2.1,0.9,1.1,1.6,2.4,21.7,15708.064
Zach Randolph,2004,34.5,7.2,16.1,0.0,0.1,4.5,5.5,3.1,6.5,9.6,1.9,0.7,0.4,2.4,2.4,18.9,2154.479
Arron Afflalo,2013,34.5,6.4,13.8,1.8,4.1,3.8,4.6,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2,8799.425
DeMar DeRozan,2018,34.5,8.2,17.0,0.1,0.5,4.8,5.8,0.8,5.3,6.1,6.0,1.1,0.4,2.5,2.3,21.3,29909.401
Tobias Harris,2018,34.5,7.3,15.1,1.9,4.9,3.1,3.5,0.9,7.2,8.0,2.9,0.7,0.5,1.8,2.3,19.5,15957.445
Anthony Davis,2019,34.5,9.1,17.5,1.1,3.3,7.1,8.5,2.4,7.0,9.4,3.3,1.4,2.1,2.5,2.6,26.5,28738.106
Paul Pierce,2010,34.5,6.5,13.1,1.5,3.9,4.7,5.4,0.4,4.9,5.3,3.2,1.0,0.6,2.2,2.9,19.1,17297.001
CJ McCollum,2018,34.5,8.4,18.5,2.5,6.5,2.3,2.9,0.9,3.3,4.2,3.1,0.8,0.4,1.6,2.4,21.7,27774.328
Hakeem Olajuwon,1997,34.5,6.6,14.1,0.0,0.1,3.5,4.7,2.4,7.5,9.9,3.0,1.7,2.2,2.7,3.3,16.8,18908.55
Trevor Ariza,2016,34.5,4.0,9.8,2.4,6.8,1.2,1.5,0.7,5.0,5.6,2.2,1.8,0.2,0.9,1.7,11.6,8792.823
Carmelo Anthony,2015,34.5,7.9,18.2,1.5,4.3,4.6,5.6,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,26043.823
Gilbert Arenas,2002,34.5,6.2,14.4,1.3,3.8,4.5,5.7,1.2,3.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3,773.91
Jimmy Butler,2019,34.5,6.2,13.3,0.6,2.1,7.6,9.1,1.9,4.7,6.6,6.0,1.8,0.6,2.4,1.5,20.6,34730.093
Jim Jackson,1999,34.5,6.4,15.6,1.5,3.8,2.4,2.7,1.3,3.7,5.0,2.9,0.7,0.1,2.3,2.1,16.7,3146.9
Carlos Boozer,2009,34.5,8.0,14.4,0.0,0.0,3.5,4.8,2.4,9.0,11.4,3.1,1.0,0.5,2.7,3.5,19.5,17030.992
Mike Conley,2012,34.5,5.2,12.2,1.3,3.8,3.2,3.9,0.6,2.5,3.1,6.3,2.1,0.3,2.3,2.2,15.0,8500.933
LeBron James,2019,34.5,9.7,19.1,2.2,6.2,4.2,6.0,1.1,7.5,8.5,9.9,1.2,0.6,3.9,1.8,25.9,39710.023
Devin Booker,2016,34.5,7.8,18.3,1.9,5.2,4.7,5.7,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,2506.631
Carlos Boozer,2004,34.5,7.1,13.6,0.0,0.0,3.7,5.3,2.8,6.2,9.0,2.8,0.8,0.5,2.7,3.5,17.8,15708.096
Kevin Durant,2018,34.5,9.4,18.1,1.9,5.2,6.1,6.9,0.4,5.8,6.2,5.7,0.8,1.1,3.0,2.1,26.8,32346.173
Kyle Lowry,2018,34.5,4.8,11.4,2.3,6.7,2.5,3.1,0.7,4.1,4.8,8.1,1.4,0.4,2.6,2.9,14.5,35257.329
Mario Elie,1996,34.5,3.7,7.5,1.5,3.7,2.8,3.1,0.8,2.3,3.1,3.9,1.1,0.2,1.8,2.7,11.6,2427.405
Dino Radja,1996,34.5,6.0,13.6,0.0,0.0,2.0,2.8,1.8,6.7,8.4,1.9,0.9,1.9,2.8,3.0,14.0,9212.002
Kenyon Martin,2001,34.5,6.2,13.6,0.2,0.8,2.8,4.1,1.5,3.9,5.4,2.7,1.2,1.6,2.4,3.7,15.3,5803.243
DeMar DeRozan,2011,34.5,6.0,14.3,0.4,1.5,4.3,5.3,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,16.7,3159.647
Grant Hill,2004,34.5,7.7,15.1,0.0,0.2,4.2,5.1,1.1,3.6,4.7,3.3,1.4,0.4,2.4,2.1,19.7,20748.866
Stephen Curry,2018,34.5,9.0,19.5,4.9,11.6,4.5,4.9,0.7,4.8,5.5,5.4,1.3,0.3,2.8,2.6,27.5,40386.52
John Salmons,2010,34.5,5.1,12.3,1.1,3.0,2.7,3.3,0.4,3.3,3.6,3.5,1.0,0.4,1.9,2.2,14.0,9972.096
Andrea Bargnani,2009,34.5,6.7,14.3,1.5,4.1,2.3,2.9,1.3,4.8,6.2,1.2,0.3,1.4,1.5,2.7,17.2,8222.302
Andrew Wiggins,2018,34.4,6.8,16.6,1.6,4.8,2.8,4.1,1.1,3.7,4.8,2.5,1.0,0.7,1.9,2.1,18.1,27458.936
Wally Szczerbiak,2000,34.4,5.7,11.1,0.3,0.9,2.3,2.7,1.6,3.8,5.4,3.1,0.7,0.4,1.7,2.7,14.0,3407.673
DeAndre Jordan,2013,34.4,4.1,6.1,0.0,0.0,2.0,4.7,3.9,9.5,13.4,0.9,1.0,2.5,1.5,3.3,10.3,12783.514
Kemba Walker,2018,34.4,8.9,20.5,3.2,8.9,4.6,5.5,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6,12938.469
Jeff McInnis,2000,34.4,5.3,11.5,0.6,1.8,1.6,2.0,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,825.016
Shane Battier,2005,34.4,3.7,7.5,0.8,2.0,1.8,2.5,2.0,3.3,5.3,1.6,1.1,1.4,1.2,2.8,9.9,6848.974
Marcus Thornton,2011,34.4,6.9,15.7,2.1,6.1,2.8,3.2,1.6,2.0,3.7,1.9,1.4,0.2,1.6,2.2,18.7,8425.727
Carmelo Anthony,2004,34.4,7.1,16.4,0.5,2.0,6.0,7.6,1.9,3.7,5.7,2.6,0.9,0.4,3.0,3.1,20.7,4971.821
Tony Parker,2003,34.4,5.8,13.1,0.9,2.8,2.5,3.6,0.6,2.5,3.0,5.7,0.9,0.1,2.5,1.9,15.1,1266.337
Tyrone Hill,1996,34.4,4.8,8.0,0.0,0.0,3.3,5.1,3.5,6.4,9.9,1.2,0.9,0.4,2.0,3.6,12.9,6033.835
David Wesley,1997,34.4,4.6,10.5,0.8,2.1,2.7,3.4,0.6,2.0,2.6,6.5,1.6,0.3,2.7,2.8,12.7,3050.859
Jeff McInnis,2004,34.4,5.0,12.0,1.2,3.5,1.7,2.1,0.4,1.6,2.1,5.1,0.7,0.0,1.5,2.3,12.8,5156.065
Ron Mercer,1999,34.4,6.8,15.9,0.2,0.7,3.1,4.0,0.9,2.7,3.7,2.3,1.1,0.3,2.2,2.2,16.9,3758.036
Tobias Harris,2014,34.4,6.5,14.0,1.3,3.5,2.8,3.6,1.1,5.2,6.3,1.8,1.0,0.5,1.7,2.0,17.1,2862.874
Al Harrington,2008,34.4,7.3,16.6,2.3,6.4,3.2,4.0,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1,11455.956
Tim Duncan,2007,34.4,7.6,15.6,0.0,0.1,4.3,6.1,3.1,8.7,11.9,2.9,0.7,2.0,2.3,2.4,19.5,24794.956
Larry Johnson,1997,34.4,6.2,12.7,0.2,0.9,3.2,4.3,2.6,3.3,5.8,2.1,0.6,0.2,1.9,2.9,15.8,14340.25
Andrew Bogut,2007,34.4,6.0,11.7,0.0,0.1,2.4,4.1,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,6509.061
Russell Westbrook,2015,34.4,8.3,18.7,1.4,4.6,5.9,7.3,1.9,5.8,7.7,10.5,2.1,0.2,4.3,2.5,23.9,19063.757
David Lee,2012,34.4,7.2,14.0,0.0,0.0,3.0,3.8,2.6,8.1,10.8,3.3,0.8,0.3,2.5,3.0,17.5,15088.565
Andre Miller,2004,34.4,5.2,11.0,0.1,0.5,3.2,3.8,1.3,2.9,4.2,6.8,1.5,0.1,2.7,2.6,13.7,10550.837
Richard Hamilton,2001,34.4,7.5,17.2,0.3,0.7,4.8,5.3,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.1,20.0,3223.169
David Lee,2008,34.4,6.4,11.7,0.0,0.0,3.1,4.1,3.2,8.6,11.7,2.1,1.0,0.3,1.9,3.2,16.0,2220.146
Marcus Camby,2001,34.4,4.5,10.0,0.0,0.0,2.1,3.4,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7,11.1,11142.588
Rashard Lewis,2000,34.4,5.5,11.4,1.6,3.7,2.3,2.7,1.8,5.1,6.9,1.6,1.2,0.6,1.7,2.4,14.8,6177.774
Kemba Walker,2012,34.4,6.4,15.2,1.3,4.0,3.6,4.5,0.7,2.7,3.5,5.7,2.0,0.4,2.4,1.9,17.7,2998.958
Wesley Matthews,2012,34.4,5.1,11.7,2.4,6.2,2.2,2.7,0.5,2.3,2.8,2.5,1.3,0.3,1.6,2.5,14.8,7702.13
Rick Fox,1996,34.4,5.7,12.5,1.3,3.7,2.7,3.5,1.5,3.7,5.2,3.8,2.2,0.5,2.3,3.7,15.4,3034.256
Brad Miller,2007,34.4,4.7,10.1,0.4,1.2,3.6,4.3,2.3,7.1,9.5,3.7,1.0,1.0,2.3,3.4,13.4,13692.251
Jayson Williams,1996,34.4,5.4,13.2,0.0,0.1,2.6,4.5,5.9,7.6,13.5,1.2,0.6,0.9,2.0,3.9,13.4,3901.186
Keith Van Horn,1999,34.4,7.0,15.7,1.0,2.8,4.2,4.9,2.5,6.0,8.4,2.0,0.8,0.8,3.1,3.2,19.2,5643.037
Russell Westbrook,2012,34.4,8.2,18.8,1.2,3.7,5.6,7.0,1.3,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,16183.445
Stephon Marbury,1996,34.4,5.4,13.4,1.5,4.4,3.6,5.0,0.8,2.0,2.8,7.8,1.0,0.3,3.1,2.4,16.0,3323.811
Josh Richardson,2018,34.3,5.8,14.1,2.2,6.3,2.7,3.2,0.7,2.9,3.6,4.1,1.1,0.5,1.5,2.7,16.6,10099.769
Mike Bibby,2008,34.3,5.4,12.3,2.1,5.3,1.7,2.1,0.5,3.0,3.5,4.9,1.2,0.1,1.7,2.0,14.7,18604.688
Elton Brand,2010,34.3,6.2,12.1,0.0,0.0,2.6,3.3,2.9,5.5,8.3,1.4,1.1,1.3,1.2,3.1,15.1,19893.209
Charlie Bell,2006,34.3,5.2,11.9,1.5,4.4,1.6,2.0,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6,13.5,997.001
Rasheed Wallace,2005,34.3,5.7,13.2,1.9,5.2,1.7,2.4,1.1,5.7,6.7,2.2,0.9,1.5,1.1,3.0,14.9,15170.275
Kris Humphries,2011,34.3,5.2,10.8,0.0,0.0,3.4,4.5,3.8,7.2,11.0,1.5,0.8,1.2,1.9,2.8,13.8,9629.402
LaMarcus Aldridge,2007,34.3,7.4,15.3,0.0,0.1,3.0,3.9,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,5645.589
